Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,16,16,21,21,21,23,23,23,23,157,157
Reserves,80,109,134,221,286,310,326,357,389,459,550,592
Borrowings,128,136,131,46,25,4,5,86,17,99,106,9
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,2.91,2.25,1.54,0.77,0.00,0.00,0.00
  └─ Short term Borrowings,128.45,135.99,130.68,45.71,25.00,0.00,2.72,83.99,15.75,98.69,103.47,7.27
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.35,0.37,2.03,1.53
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.01,0.00,0.00,0.00,
Other Liabilities,304,506,631,511,611,793,76,203,142,94,101,183
  └─ Non controlling int,2,1,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,293,413,548,447,522,642,28,69,42,17,59,125
  └─ Advance from Customers,3,67,56,36,51,103,12,104,62,70,35,
  └─ Other liability items,7,25,27,28,38,47,35,30,37,8,6,58
Total Liabilities,530,768,912,798,943,1127,430,669,571,676,913,941
Fixed Assets,3,3,3,2,2,7,5,5,3,1,69,113
  └─ Land,0.13,0.13,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,
  └─ Building,0.00,0.00,0.00,0.00,0.00,1.39,1.39,1.68,1.68,1.68,4.10,
  └─ Plant Machinery,7.44,7.44,2.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,
  └─ Equipments,0.40,0.46,0.06,0.08,0.08,0.00,0.25,0.29,0.00,0.22,0.23,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.13,0.20,0.32,0.36,
  └─ Furniture n fittings,0.05,0.04,0.03,0.03,0.11,0.12,0.12,0.13,0.14,0.14,0.14,
  └─ Vehicles,2.27,2.25,0.73,0.73,1.09,5.62,5.62,5.62,5.43,0.90,9.10,
  └─ Wind turbines,0.00,0.00,0.00,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,
  └─ Other fixed assets,0.06,0.24,0.18,0.20,0.22,0.30,0.10,0.09,0.39,0.00,58.88,
  └─ Gross Block,10.35,10.56,3.23,3.27,3.73,9.75,9.82,10.17,10.07,5.49,75.04,
  └─ Accumulated Depreciation,7.13,7.48,0.60,1.07,1.29,2.56,4.97,5.32,6.59,4.14,6.32,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,56,10,0,3,0,0,108
Other Assets,526,765,910,796,941,1065,415,664,565,675,844,719
  └─ Inventories,35,62,92,138,36,34,46,81,112,119,145,160
  └─ Trade receivables,415,573,756,537,813,920,269,434,314,363,420,448
  └─ Cash Equivalents,38,42,31,66,48,64,6,10,25,26,26,39
  └─ Loans n Advances,1,0,2,1,1,2,-1,1,2,2,2,2
  └─ Other asset items,38,87,28,54,44,45,96,139,113,164,251,69
Total Assets,530,768,912,798,943,1127,430,669,571,676,913,941
