Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,11,11,11
Reserves,638,677,698,722,757,887,1182,1480
Borrowings,523,454,448,575,494,592,740,948
  └─ Long term Borrowings,164,157,256,212,192,301,232,443
  └─ Short term Borrowings,313,262,182,355,292,276,470,478
  └─ Lease Liabilities,0,0,10,8,10,15,38,26
  └─ Other Borrowings,46,34,0,-0,0,-0,0,
Other Liabilities,481,572,763,777,961,1655,1465,2094
  └─ Trade Payables,351,374,657,626,588,1221,1222,1713
  └─ Other liability items,130,197,106,151,373,434,243,381
Total Liabilities,1653,1713,1919,2084,2223,3145,3397,4533
Fixed Assets,514,579,657,657,697,749,901,1167
  └─ Land,69.98,75.42,145.34,154.37,156.70,160.03,184.65,
  └─ Building,193.05,223.50,235.95,236.31,269.37,303.80,379.43,
  └─ Plant Machinery,437.25,500.32,532.20,562.75,603.57,663.17,755.63,
  └─ Equipments,4.72,4.90,5.38,5.67,6.10,6.47,7.37,
  └─ Furniture n fittings,7.03,7.39,13.64,17.30,20.94,22.81,25.72,
  └─ Vehicles,8.30,8.84,8.86,10.34,12.94,14.63,19.73,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.61
  └─ Other fixed assets,3.70,3.83,4.23,4.31,5.21,3.49,3.92,
  └─ Gross Block,724.03,824.20,945.60,991.05,1074.83,1174.40,1376.45,
  └─ Accumulated Depreciation,209.55,245.37,288.70,334.07,377.86,425.02,475.80,
CWIP,8,11,12,14,7,16,134,273
Investments,9,9,10,7,10,17,20,26
Other Assets,1121,1114,1241,1406,1508,2362,2342,3067
  └─ Inventories,535,492,601,786,913,1203,1197,1059
  └─ Trade receivables,494,438,472,434,360,766,701,1485
    └─ Receivables over 6m,0,0,0,101,71,72,131,
    └─ Receivables under 6m,496,440,474,337,291,697,577,
    └─ Prov for Doubtful,-1,-2,-2,-3,-2,-2,-6,
  └─ Cash Equivalents,11,13,26,39,31,135,121,32
  └─ Loans n Advances,29,38,13,24,88,97,91,43
  └─ Other asset items,52,133,128,122,116,161,232,449
Total Assets,1653,1713,1919,2084,2223,3145,3397,4533
