Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,2,9,13,13
Reserves,-0,-1,12,36,64,77
Borrowings,18,21,24,25,57,105
  └─ Long term Borrowings,11,9,3,3,3,26
  └─ Short term Borrowings,8,11,20,22,52,78
  └─ Lease Liabilities,0,1,0,0,2,1
  └─ Other Borrowings,0,0,0,0,0,
Other Liabilities,3,3,19,31,51,35
  └─ Non controlling int,0.04,0.15,0.00,0.00,0.07,0.10
  └─ Trade Payables,2.12,2.50,12.50,20.15,47.70,31.90
  └─ Other liability items,0.61,0.76,6.26,10.83,3.12,3.36
Total Liabilities,22,26,57,101,184,230
Fixed Assets,10,10,8,9,10,11
  └─ Building,0.00,0.00,0.67,0.00,2.27,
  └─ Plant Machinery,4.75,5.18,4.48,5.16,5.88,
  └─ Equipments,0.03,0.99,0.07,0.08,0.15,
  └─ Computers,0.05,0.09,0.09,0.08,0.19,
  └─ Furniture n fittings,0.04,0.04,0.03,0.03,0.06,
  └─ Vehicles,5.67,5.95,4.87,6.65,6.40,
  └─ Intangible Assets,0.02,0.00,0.00,0.00,0.19,0.44
  └─ Other fixed assets,-0.01,0.01,0.00,0.01,0.21,
  └─ Gross Block,10.55,12.26,10.21,12.01,15.35,
  └─ Accumulated Depreciation,0.99,2.59,1.79,2.99,4.94,
CWIP,-0,-0,-0,0,-0,-0
Investments,-0,0,1,1,1,1
Other Assets,13,16,48,91,173,218
  └─ Inventories,1,1,0,0,0,0
  └─ Trade receivables,8,10,37,61,130,139
  └─ Cash Equivalents,1,2,2,22,25,18
  └─ Loans n Advances,1,1,3,4,4,27
  └─ Other asset items,2,2,6,5,14,34
Total Assets,22,26,57,101,184,230
