Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.05,49,49,49,49,5,5,53,53,55,56,57
Reserves,15,-41,-47,-54,-65,-24,-14,-19,-1,50,94,120
Borrowings,8,10,10,11,12,13,7,4,0,1,2,25
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,4.01,6.90,1.90,0.20,0.83,1.35,23.57
  └─ Short term Borrowings,8.00,9.64,9.72,11.28,12.16,8.66,0.00,1.87,0.00,0.06,0.23,1.24
Other Liabilities,38,15,18,45,37,11,3,15,28,20,41,43
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.68,4.58,4.07,4.48
  └─ Trade Payables,31.38,10.37,12.34,41.33,33.22,6.58,0.04,10.11,16.83,12.59,22.97,30.20
  └─ Advance from Customers,0.07,0.00,0.08,1.21,1.81,2.43,2.78,0.33,9.56,2.02,0.00,
  └─ Other liability items,6.34,4.67,5.08,2.82,2.09,1.77,0.01,2.95,0.42,1.12,14.19,8.42
Total Liabilities,61,32,29,51,33,4,0,53,81,126,194,245
Fixed Assets,2,1,0,0,0,0,0,6,6,13,25,69
  └─ Building,2,2,0,0,0,0,0,0,0,0,0,
  └─ Plant Machinery,6,6,6,0,0,0,0,0,0,0,0,
  └─ Equipments,1,1,0,0,0,0,0,0,0,0,0,
  └─ Computers,8,1,1,1,1,1,1,0,5,5,5,
  └─ Furniture n fittings,0,0,0,0,0,0,0,0,0,0,0,
  └─ Vehicles,1,0,0,0,0,0,0,0,0,1,1,
  └─ Intangible Assets,16,17,0,0,0,0,0,5,5,5,5,54
  └─ Other fixed assets,2,2,16,17,18,0,0,7,7,15,27,
  └─ Gross Block,36,29,24,18,19,1,1,13,18,26,39,
  └─ Accumulated Depreciation,35,28,23,18,19,1,1,7,13,12,14,
CWIP,0,0,0,0,0,0,0,0,0,10,30,15
Investments,0,0,0,0,0,0,0,6,19,41,57,59
Other Assets,59,32,28,51,33,4,0,41,57,62,82,103
  └─ Inventories,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade receivables,37,14,14,38,31,2,0,23,38,41,52,59
  └─ Cash Equivalents,2,1,0,0,0,0,0,6,2,6,2,3
  └─ Loans n Advances,14,12,9,10,1,1,0,0,3,8,18,16
  └─ Other asset items,7,5,5,2,2,1,0,12,14,7,9,24
Total Assets,61,32,29,51,33,4,0,53,81,126,194,245
