Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019
Equity Capital,214,275,359,415,419,419,419,419,419,434,434,454
Reserves,3427,4146,6684,9072,9893,9964,10140,10386,10723,11042,11181,11437
Borrowings,3113,4143,4102,4320,4096,4019,3511,3236,2895,2521,2269,1997
  └─ Long term Borrowings,,,,1638,1247,1264,1127,1062,2211,1625,739,495
  └─ Short term Borrowings,,,,1354,2152,1875,1643,1646,619,849,1529,1501
  └─ Other Borrowings,3113,4143,4102,1328,698,880,741,528,65,48,-0,0
Other Liabilities,749,672,881,2343,2853,2914,2816,3578,3607,4285,4636,4247
  └─ Non controlling int,0,0,0,5,5,7,7,7,7,7,4,4
  └─ Trade Payables,388,329,308,467,581,489,441,446,490,539,504,489
  └─ Advance from Customers,149,188,412,1333,1686,1705,1465,2035,0,0,0,0
  └─ Other liability items,212,154,161,538,581,713,903,1089,3110,3739,4127,3753
Total Liabilities,7503,9237,12026,16150,17261,17316,16887,17618,17643,18283,18519,18135
Fixed Assets,64,108,442,448,375,291,229,120,131,225,218,212
  └─ Land,6,6,6,25,25,25,25,7,126,116,116,116
  └─ Building,36,39,138,153,152,152,167,107,0,0,0,0
  └─ Plant Machinery,1,2,14,21,24,25,25,9,7,7,7,7
  └─ Equipments,5,6,7,5,5,5,6,5,1,1,1,1
  └─ Computers,2,3,4,5,5,5,5,4,0,0,0,0
  └─ Furniture n fittings,4,5,15,18,22,22,23,6,3,3,3,3
  └─ Vehicles,3,5,8,13,12,12,11,11,5,5,5,4
  └─ Intangible Assets,12,54,326,295,220,74,7,7,0,0,0,0
  └─ Other fixed assets,0,0,2,2,8,8,8,8,0,113,113,113
  └─ Gross Block,69,119,520,537,475,329,278,164,143,246,246,245
  └─ Accumulated Depreciation,6,11,78,89,100,38,49,44,11,21,28,32
CWIP,5,15,22,91,7,8,7,0,0,0,0,0
Investments,191,249,243,52,58,77,65,168,136,25,25,25
Other Assets,7243,8865,11319,15559,16821,16938,16586,17331,17376,18032,18276,17897
  └─ Inventories,5523,6913,8757,11415,11672,12043,12468,13079,13639,14840,15317,14577
  └─ Trade receivables,57,167,203,361,869,806,381,304,264,307,428,424
  └─ Cash Equivalents,351,75,792,230,232,197,227,189,142,127,116,130
  └─ Loans n Advances,34,26,68,228,985,625,740,577,341,311,314,299
  └─ Other asset items,1279,1684,1500,3324,3063,3267,2770,3182,2991,2448,2101,2468
Total Assets,7503,9237,12026,16150,17261,17316,16887,17618,17643,18283,18519,18135
