Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7.20,7.20,10.79
Reserves,22.02,25.79,17.43
Borrowings,13.85,12.55,13.20
  └─ Long term Borrowings,6.31,4.94,3.52
  └─ Short term Borrowings,7.53,7.61,9.68
  └─ Other Borrowings,0.01,0.00,
Other Liabilities,6.76,5.51,3.55
  └─ Trade Payables,5.72,4.01,2.19
  └─ Advance from Customers,0.68,0.55,
  └─ Other liability items,0.36,0.95,1.36
Total Liabilities,49.83,51.05,44.97
Fixed Assets,16.93,16.31,14.08
  └─ Land,15.01,15.85,
  └─ Plant Machinery,5.14,5.71,
  └─ Equipments,0.31,0.35,
  └─ Computers,0.13,0.22,
  └─ Furniture n fittings,0.86,0.98,
  └─ Vehicles,0.63,0.71,
  └─ Intangible Assets,1.02,1.02,0.66
  └─ Other fixed assets,0.00,-0.02,
  └─ Gross Block,23.10,24.82,
  └─ Accumulated Depreciation,6.17,8.51,
CWIP,0.61,0.54,0.29
Investments,0.10,0.00,0.00
Other Assets,32.19,34.20,30.60
  └─ Inventories,16.25,17.13,9.64
  └─ Trade receivables,5.63,11.94,12.84
    └─ Receivables over 6m,0.46,11.02,
    └─ Receivables under 6m,5.17,0.92,
  └─ Cash Equivalents,6.56,3.29,5.42
  └─ Loans n Advances,1.31,0.74,1.75
  └─ Other asset items,2.44,1.10,0.95
Total Assets,49.83,51.05,44.97
