Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,5,5,5,5,5,5,5
Reserves,-2,-1,-6,-8,-4,-14,-23,-46,-29,-60
Borrowings,132,122,119,108,102,114,112,115,121,138
  └─ Long term Borrowings,22,47,56,40,46,54,59,68,75,85
  └─ Short term Borrowings,91,73,55,67,55,60,53,46,47,52
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,1
  └─ Preference Capital,0,16,23,35,40,45,53,64,72,0
  └─ Other Borrowings,18,-14,-15,-33,-40,-45,-53,-64,-72,
Other Liabilities,15,17,23,19,26,19,25,33,29,38
  └─ Trade Payables,13.45,12.73,19.30,15.59,21.02,16.84,22.40,26.28,20.74,22.66
  └─ Advance from Customers,0.30,0.43,0.39,0.53,1.01,0.11,0.41,0.28,0.25,
  └─ Other liability items,1.39,3.83,3.52,3.14,3.47,2.51,2.15,6.21,8.43,15.09
Total Liabilities,149,143,141,124,128,124,119,107,127,121
Fixed Assets,105,97,90,89,80,73,65,57,48,41
  └─ Building,38.65,38.71,38.71,38.71,38.69,38.69,38.69,38.69,37.15,
  └─ Plant Machinery,71.98,72.45,73.26,73.96,74.11,73.94,74.65,75.54,76.05,
  └─ Equipments,0.71,0.74,0.78,0.81,0.81,0.84,0.86,0.86,0.86,
  └─ Computers,0.67,0.74,0.76,0.76,0.76,0.92,0.97,0.97,0.97,
  └─ Furniture n fittings,8.02,8.10,8.11,8.13,8.13,8.16,8.22,8.22,7.47,
  └─ Vehicles,0.55,0.59,0.94,0.94,1.17,3.03,3.03,3.03,3.03,
  └─ Other fixed assets,0.89,0.87,0.89,8.08,8.01,7.95,7.87,7.82,7.73,
  └─ Gross Block,121.47,122.20,123.45,131.39,131.68,133.53,134.29,135.13,133.26,
  └─ Accumulated Depreciation,16.00,24.89,33.71,42.53,51.36,60.25,69.46,77.74,85.39,
CWIP,0,2,3,3,3,3,3,2,1,3
Investments,0,0,1,1,1,0,1,1,21,23
Other Assets,43,44,47,31,45,48,51,47,57,54
  └─ Inventories,19.81,18.42,21.24,19.79,21.81,21.12,24.96,25.85,23.32,21.86
  └─ Trade receivables,10.49,10.11,11.16,7.13,15.01,16.96,18.91,12.68,7.50,8.55
    └─ Receivables over 6m,3.29,2.41,2.61,3.36,0.00,0.00,5.00,7.05,6.37,
    └─ Receivables under 6m,8.41,9.00,10.02,5.39,16.79,19.32,16.60,9.25,6.92,
    └─ Prov for Doubtful,-1.20,-1.30,-1.48,-1.62,-1.79,-2.36,-2.70,-3.62,-5.79,
  └─ Cash Equivalents,0.26,0.83,0.77,0.43,4.26,5.90,0.62,0.34,11.92,7.37
  └─ Loans n Advances,0.42,0.93,0.54,0.72,0.34,0.88,1.10,2.43,2.04,3.13
  └─ Other asset items,12.49,13.57,13.52,3.21,3.32,3.31,5.07,5.42,11.77,12.61
Total Assets,149,143,141,124,128,124,119,107,127,121
