Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.05,0.05,0.05,0.05,0.05,15,15,16,16
Reserves,51,44,46,60,69,101,118,144,143
Borrowings,26,26,20,6,6,0,5,20,13
  └─ Long term Borrowings,14.59,14.25,11.93,4.66,2.73,0.00,0.01,0.01,4.64
  └─ Short term Borrowings,9.80,9.02,5.38,1.07,3.45,0.00,4.69,20.20,8.22
  └─ Other Borrowings,1.74,2.26,2.27,0.00,0.00,0.00,0.00,0.01,
Other Liabilities,14,13,27,32,26,25,25,47,20
  └─ Trade Payables,5.19,2.87,15.63,24.23,15.35,11.78,11.04,30.63,12.03
  └─ Advance from Customers,0.11,0.09,0.19,0.10,0.01,0.03,0.19,0.06,
  └─ Other liability items,8.80,9.88,10.84,7.25,10.78,13.12,13.56,16.34,8.29
Total Liabilities,91,83,93,97,101,141,163,227,192
Fixed Assets,19,21,19,15,20,13,82,85,95
  └─ Land,0.00,0.52,0.52,0.52,4.64,5.73,5.34,5.34,
  └─ Building,0.00,2.35,2.35,1.49,1.49,1.37,49.25,47.79,
  └─ Plant Machinery,0.00,1.16,1.37,1.81,3.11,3.17,3.38,9.21,
  └─ Equipments,0.00,10.20,10.54,10.24,11.18,14.12,21.52,21.11,
  └─ Computers,0.00,1.24,1.24,1.26,1.27,1.41,1.51,1.64,
  └─ Furniture n fittings,0.00,5.68,5.68,1.12,1.10,1.13,13.10,13.56,
  └─ Vehicles,0.00,0.78,0.78,0.76,0.41,0.57,0.57,1.00,
  └─ Intangible Assets,9.36,9.36,9.36,9.36,9.36,0.00,0.00,0.00,9.23
  └─ Other fixed assets,9.20,0.78,0.78,0.79,1.50,1.07,3.92,6.84,
  └─ Gross Block,18.56,32.07,32.62,27.35,34.06,28.57,98.59,106.49,
  └─ Accumulated Depreciation,0.00,10.99,13.94,12.72,13.68,15.20,16.95,21.23,
CWIP,2,1,0,0,7,36,0,0,1
Investments,4,5,7,6,0,0,0,0,0
Other Assets,67,56,67,77,74,92,81,142,96
  └─ Inventories,22.14,20.77,22.29,20.64,27.85,29.19,30.74,39.13,33.33
  └─ Trade receivables,16.97,12.67,21.46,26.71,19.67,27.85,30.82,79.08,39.02
  └─ Cash Equivalents,8.42,6.86,9.30,16.29,12.71,20.20,1.43,7.11,6.62
  └─ Loans n Advances,0.38,1.87,0.38,0.62,0.59,3.28,6.12,3.66,6.77
  └─ Other asset items,18.61,13.89,13.49,12.29,12.98,11.65,11.88,12.90,10.70
Total Assets,91,83,93,97,101,141,163,227,192
