Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2011
Equity Capital,9.04,9.04,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,
Reserves,50.27,52.52,66.25,66.60,67.72,75.13,86.47,120.24,136.19,135.49,142.03,147.29,
Borrowings,54.96,45.01,30.39,30.75,32.12,27.30,2.64,15.22,22.32,31.35,19.58,17.09,
  └─ Long term Borrowings,35.22,32.08,16.66,21.76,21.45,23.86,1.33,13.79,14.81,15.99,15.61,14.88,
  └─ Short term Borrowings,11.57,6.56,6.85,5.12,8.21,1.33,1.31,1.41,6.59,14.12,2.52,2.21,
  └─ Other Borrowings,8.17,6.37,6.88,3.87,2.46,2.11,0.00,0.02,0.92,1.24,1.45,,
Other Liabilities,112.10,121.42,111.30,91.62,79.35,68.18,78.12,75.94,60.39,58.64,47.45,39.20,
  └─ Trade Payables,11.63,10.67,4.60,4.37,0.96,0.94,2.94,0.58,1.16,1.04,0.37,0.09,
  └─ Advance from Customers,0.00,9.22,9.36,7.89,3.98,13.05,21.43,11.53,5.91,8.19,9.00,,
  └─ Other liability items,100.47,101.53,97.34,79.36,74.41,54.19,53.75,63.83,53.32,49.41,38.08,39.11,
Total Liabilities,226.37,227.99,216.94,197.97,188.19,179.61,176.23,220.40,227.90,234.48,218.06,212.58,
Fixed Assets,5.08,4.42,14.24,17.93,16.79,14.50,12.67,13.59,14.99,14.26,15.31,14.55,
  └─ Land,0.02,0.02,0.02,0.02,0.02,0.02,0.12,0.12,0.12,0.13,0.13,,
  └─ Building,2.83,2.83,2.83,3.93,3.93,3.93,3.93,3.93,3.93,3.93,3.93,,
  └─ Plant Machinery,0.91,1.01,1.19,1.19,1.20,1.24,1.24,1.25,1.30,1.30,1.30,,
  └─ Equipments,0.54,0.56,0.65,0.74,0.84,0.87,0.89,1.02,1.09,1.13,1.30,,
  └─ Computers,0.56,0.58,0.57,0.60,0.61,0.62,0.64,0.69,0.72,0.74,0.77,,
  └─ Furniture n fittings,0.28,0.30,0.36,0.36,0.41,0.43,0.45,0.51,0.51,0.52,0.52,,
  └─ Vehicles,4.33,4.69,6.82,8.13,8.40,8.31,5.22,5.96,8.78,9.70,11.10,,
  └─ Other fixed assets,0.00,0.01,8.47,11.31,11.28,10.07,9.44,7.91,7.92,7.55,8.57,,
  └─ Gross Block,9.47,10.00,20.91,26.28,26.69,25.49,21.93,21.39,24.37,25.00,27.62,,
  └─ Accumulated Depreciation,4.39,5.57,6.67,8.35,9.90,10.99,9.26,7.80,9.37,10.74,12.31,,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Investments,4.15,3.61,11.43,5.40,6.23,6.81,4.01,16.01,8.66,30.09,4.41,7.04,
Other Assets,217.14,219.96,191.27,174.64,165.17,158.30,159.55,190.80,204.25,190.13,198.34,190.99,
  └─ Inventories,86,90,100,99,97,96,104,122,112,104,104,90,
  └─ Trade receivables,6,4,3,8,1,0,4,4,9,2,1,4,
    └─ Receivables over 6m,3.60,3.34,1.56,4.42,0.00,0.00,0.00,2.72,0.48,0.26,0.27,,1.69
    └─ Receivables under 6m,2.72,0.21,1.69,3.85,1.40,0.42,4.34,1.72,8.36,1.52,0.55,,4.19
  └─ Cash Equivalents,3,8,4,2,7,2,4,3,4,3,2,7,
  └─ Loans n Advances,9,2,8,0,2,8,-0,0,2,4,2,0,
  └─ Other asset items,113,116,77,65,59,52,47,62,78,77,91,91,
Total Assets,226.37,227.99,216.94,197.97,188.19,179.61,176.23,220.40,227.90,234.48,218.06,212.58,
