Metric,Mar 2022,Mar 2023,Mar 2024
Equity Capital,0.40,0.40,17
Reserves,12,17,45
Borrowings,19,26,25
  └─ Long term Borrowings,9.57,8.36,8.56
  └─ Short term Borrowings,9.24,17.75,16.08
Other Liabilities,38,54,48
  └─ Non controlling int,0.01,0.01,0.07
  └─ Trade Payables,34.68,50.87,42.63
  └─ Other liability items,3.00,3.22,5.43
Total Liabilities,69,98,135
Fixed Assets,10,12,11
  └─ Land,2.75,0.00,0.00
  └─ Building,5.28,0.00,0.00
  └─ Plant Machinery,6.49,0.00,0.00
  └─ Equipments,0.01,0.00,0.00
  └─ Computers,0.20,0.00,0.00
  └─ Furniture n fittings,1.24,0.00,0.00
  └─ Vehicles,0.82,0.00,0.00
  └─ Intangible Assets,0.00,0.04,0.04
  └─ Other fixed assets,0.02,11.69,11.33
  └─ Gross Block,16.81,11.73,11.37
  └─ Accumulated Depreciation,6.34,0.03,0.03
CWIP,3,0,4
Investments,0,0,0
Other Assets,55,86,120
  └─ Inventories,12,24,26
  └─ Trade receivables,32,49,67
    └─ Receivables over 6m,4,5,7
    └─ Receivables under 6m,28,45,60
  └─ Cash Equivalents,3,0,9
  └─ Loans n Advances,0,0,0
  └─ Other asset items,8,13,18
Total Assets,69,98,135
