Metric,Mar 2026
Equity Capital,8.44
Reserves,17.07
Borrowings,10.17
  └─ Long term Borrowings,5.08
  └─ Short term Borrowings,1.10
  └─ Lease Liabilities,3.99
Other Liabilities,1.46
  └─ Trade Payables,0.61
  └─ Other liability items,0.85
Total Liabilities,37.14
Fixed Assets,4.05
CWIP,0.00
Investments,8.63
Other Assets,24.46
  └─ Inventories,0.99
  └─ Trade receivables,0.56
  └─ Cash Equivalents,7.11
  └─ Loans n Advances,8.39
  └─ Other asset items,7.41
Total Assets,37.14
