Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Equity Capital,7.11,7.11,7.11,7.11,7.11
Reserves,28.51,33.54,35.31,36.48,37.02
Borrowings,0.67,9.97,10.29,45.09,48.10
  └─ Long term Borrowings,0.00,2.61,3.63,42.27,40.41
  └─ Short term Borrowings,0.67,7.36,6.66,2.82,6.11
  └─ Other Borrowings,0.00,0.00,0.00,0.00,1.58
Other Liabilities,24.36,37.65,28.73,39.20,28.51
  └─ Trade Payables,18.32,31.49,23.26,31.43,17.03
  └─ Other liability items,6.04,6.16,5.47,7.77,11.48
Total Liabilities,60.65,88.27,81.44,127.88,120.74
Fixed Assets,11.32,14.40,16.60,15.56,73.05
  └─ Building,0,1,4,4,4
  └─ Plant Machinery,0,0,0,0,59
  └─ Equipments,0,2,3,3,3
  └─ Computers,0,0,0,0,0
  └─ Furniture n fittings,0,0,0,1,1
  └─ Vehicles,0,0,0,0,0
  └─ Wind turbines,12,12,12,12,12
  └─ Other fixed assets,0,0,0,0,0
  └─ Gross Block,13,16,19,19,78
  └─ Accumulated Depreciation,1,2,3,4,5
CWIP,0.00,1.33,0.00,0.00,0.00
Investments,1.07,4.17,0.78,0.25,0.04
Other Assets,48.26,68.37,64.06,112.07,47.65
  └─ Inventories,15.10,7.23,24.92,94.14,17.53
  └─ Trade receivables,27.77,55.62,29.81,7.35,5.11
    └─ Receivables over 6m,0.35,12.06,0.47,2.85,1.20
    └─ Receivables under 6m,27.42,43.56,29.34,4.50,3.91
  └─ Cash Equivalents,0.10,0.08,0.05,0.03,2.38
  └─ Loans n Advances,1.68,1.74,4.51,6.58,0.99
  └─ Other asset items,3.61,3.70,4.77,3.97,21.64
Total Assets,60.65,88.27,81.44,127.88,120.74
