Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,20,20,20
Reserves,51,61,78
Borrowings,32,49,58
  └─ Long term Borrowings,17.45,33.83,35.01
  └─ Short term Borrowings,14.47,14.73,22.55
  └─ Other Borrowings,-0.01,0.00,
Other Liabilities,52,34,38
  └─ Trade Payables,24.86,13.04,16.57
  └─ Advance from Customers,1.58,0.53,
  └─ Other liability items,25.32,20.77,21.38
Total Liabilities,154,164,193
Fixed Assets,94,102,108
  └─ Land,12.39,25.19,
  └─ Building,41.92,42.15,
  └─ Plant Machinery,58.81,64.91,
  └─ Equipments,5.48,5.06,
  └─ Computers,0.85,1.06,
  └─ Furniture n fittings,3.20,3.61,
  └─ Vehicles,0.77,0.77,
  └─ Other fixed assets,0.01,0.02,
  └─ Gross Block,123.43,142.77,
  └─ Accumulated Depreciation,29.66,41.12,
CWIP,0,2,2
Investments,0,0,0
Other Assets,60,60,83
  └─ Inventories,2,2,3
  └─ Trade receivables,24,40,54
    └─ Receivables over 6m,10.81,38.62,
    └─ Receivables under 6m,13.45,1.18,
  └─ Cash Equivalents,1,1,13
  └─ Loans n Advances,1,1,2
  └─ Other asset items,33,16,11
Total Assets,154,164,193
