Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,53,53,53,54,54,54,69,69,69,69,69,69
Reserves,3249,1912,2281,1766,2005,2093,3274,3866,3450,3797,5206,5213
Borrowings,543,0,0,0,0,3,3,522,523,523,1026,1859
  └─ Long term Borrowings,403,0,0,0,0,0,0,0,0,0,0,1858
  └─ Short term Borrowings,115,0,0,0,0,0,0,0,0,0,0,0
  └─ Lease Liabilities,0,0,0,0,0,3,0,0,0,0,0,0
  └─ Other Borrowings,25,0,0,0,0,0,3,522,523,523,1026,
Other Liabilities,31658,36181,44405,54022,65097,72377,94710,113291,127783,158383,183698,191795
  └─ Non controlling int,617,703,749,783,774,672,262,550,450,504,1129,1138
  └─ Trade Payables,907,666,865,29,28,23,40,36,1700,1459,1816,2595
  └─ Advance from Customers,204,289,313,0,0,0,0,0,28,0,0,
  └─ Other liability items,29930,34523,42478,53211,64296,71682,94408,112704,125604,156420,180753,188062
Total Liabilities,35503,38147,46739,55842,67156,74526,98057,117747,131824,162771,189999,198936
Fixed Assets,1200,349,740,556,556,641,639,616,614,612,610,607
  └─ Land,91,0,0,0,0,0,0,0,0,0,0,
  └─ Building,377,119,123,26,27,27,28,1,1,3,3,
  └─ Plant Machinery,587,0,0,0,0,0,0,0,0,0,0,
  └─ Equipments,189,57,60,1,1,1,1,1,1,1,0,
  └─ Computers,34,122,136,0,0,0,0,0,0,0,0,
  └─ Furniture n fittings,78,41,42,2,3,3,2,2,2,1,1,
  └─ Vehicles,22,9,9,3,3,3,2,2,2,2,3,
  └─ Intangible Assets,372,209,525,525,525,525,525,525,525,525,525,525
  └─ Other fixed assets,247,258,365,0,0,96,99,99,96,91,91,
  └─ Gross Block,1998,816,1259,558,559,655,656,630,627,624,624,
  └─ Accumulated Depreciation,798,467,520,2,4,15,18,14,13,12,14,
CWIP,39,37,3,0,0,0,0,0,0,0,0,0
Investments,32015,36102,44059,52683,63245,68566,91766,109794,123355,152959,179841,9716
Other Assets,2249,1660,1938,2602,3356,5320,5652,7337,7854,9201,9548,188613
  └─ Inventories,179,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade receivables,693,519,531,3,6,3,3,0,0,0,0,0
  └─ Cash Equivalents,319,336,356,613,508,449,508,600,1178,905,1123,2137
  └─ Loans n Advances,28,7,15,6,20,67,47,55,68,99,31,1881
  └─ Other asset items,1029,798,1035,1980,2821,4801,5094,6682,6608,8197,8393,184594
Total Assets,35503,38147,46739,55842,67156,74526,98057,117747,131824,162771,189999,198936
