Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,22,25,25
Reserves,27,48,87,643,712
Borrowings,20,24,30,84,127
  └─ Long term Borrowings,6,5,13,34,27
  └─ Short term Borrowings,11,18,16,37,85
  └─ Lease Liabilities,3,2,1,13,15
  └─ Other Borrowings,0,0,0,-0,
Other Liabilities,9,20,37,54,59
  └─ Trade Payables,4.12,6.93,12.67,16.11,18.88
  └─ Advance from Customers,0.00,0.01,0.00,0.56,
  └─ Other liability items,5.13,13.38,23.90,37.37,40.55
Total Liabilities,57,93,175,807,924
Fixed Assets,25,29,52,162,198
  └─ Land,5.60,5.60,5.60,5.60,
  └─ Building,11.94,12.55,20.62,59.01,
  └─ Plant Machinery,6.81,13.55,30.32,105.99,
  └─ Equipments,0.45,0.57,0.65,2.66,
  └─ Computers,0.22,0.56,0.92,2.66,
  └─ Furniture n fittings,0.22,0.62,0.80,2.33,
  └─ Vehicles,0.07,0.07,0.96,1.11,
  └─ Intangible Assets,0.00,0.06,0.00,0.00,1.87
  └─ Other fixed assets,0.35,0.40,0.93,2.21,
  └─ Gross Block,25.66,33.98,60.80,181.57,
  └─ Accumulated Depreciation,0.99,5.06,8.80,19.40,
CWIP,3,0,0,5,3
Investments,0,0,0,344,480
Other Assets,29,64,123,297,243
  └─ Inventories,5,16,20,20,25
  └─ Trade receivables,8,32,47,55,65
  └─ Cash Equivalents,7,4,12,143,123
  └─ Loans n Advances,1,3,11,4,7
  └─ Other asset items,8,9,33,75,22
Total Assets,57,93,175,807,924
