Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,10,10,10,10,10,10,10
Reserves,24,32,48,59,83,113,148,187,235
Borrowings,8,20,23,17,21,20,15,138,148
  └─ Long term Borrowings,3,7,10,11,12,7,6,127,133
  └─ Short term Borrowings,4,11,10,4,5,9,5,6,14
  └─ Other Borrowings,1,2,3,3,4,4,4,5,
Other Liabilities,9,22,28,31,45,55,82,101,103
  └─ Trade Payables,6,13,14,20,32,40,59,71,81
  └─ Advance from Customers,0,1,4,1,0,0,2,11,
  └─ Other liability items,3,8,9,10,12,15,21,19,23
Total Liabilities,50,83,107,118,158,198,254,436,496
Fixed Assets,13,18,44,40,55,63,65,89,125
  └─ Land,0.43,0.88,1.95,1.95,1.95,1.95,1.95,15.09,
  └─ Building,5.84,8.47,17.09,17.09,24.29,27.97,31.31,33.17,
  └─ Plant Machinery,7.97,9.81,27.24,28.17,36.28,45.41,47.39,57.18,
  └─ Equipments,0.94,1.27,2.26,2.62,5.27,5.30,5.40,5.98,
  └─ Computers,0.04,0.17,0.26,0.43,0.64,0.87,1.16,1.44,
  └─ Furniture n fittings,0.23,0.35,1.53,1.92,3.21,4.93,7.02,9.21,
  └─ Vehicles,2.62,4.09,4.40,5.25,5.80,7.39,8.27,12.90,
  └─ Intangible Assets,0.00,0.00,2.75,2.75,2.75,2.75,0.00,2.75,9.90
  └─ Other fixed assets,-0.01,0.34,0.81,0.96,1.98,2.80,6.99,8.58,
  └─ Gross Block,18.06,25.38,58.29,61.14,82.17,99.37,109.49,146.30,
  └─ Accumulated Depreciation,4.87,7.71,14.46,21.17,27.22,36.61,44.90,57.37,
CWIP,1,15,0,3,0,0,0,0,0
Investments,0,0,0,1,1,1,0,0,0
Other Assets,35,50,63,74,102,135,190,347,371
  └─ Inventories,3,10,12,16,22,31,50,60,74
  └─ Trade receivables,14,25,32,34,45,63,79,103,119
    └─ Receivables over 6m,0,3,4,34,6,7,7,25,
    └─ Receivables under 6m,14,22,28,0,39,56,72,77,
  └─ Cash Equivalents,12,3,5,10,17,19,29,147,125
  └─ Loans n Advances,1,2,2,3,5,6,8,11,18
  └─ Other asset items,4,10,11,11,12,16,24,27,34
Total Assets,50,83,107,118,158,198,254,436,496
