Metric,Mar 2026
  └─ Short term Borrowings,14.84
  └─ Non controlling int,2.12
  └─ Trade Payables,19.33
  └─ Other liability items,8.25
  └─ Inventories,31.81
  └─ Trade receivables,19.33
  └─ Cash Equivalents,0.25
  └─ Loans n Advances,0.10
  └─ Other asset items,0.86
