Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,29,28,28,28,28,28,28,28,28,28
Reserves,-11,14,17,19,22,54,55,61,1936,2127
Borrowings,49,61,100,104,109,98,134,107,1300,1199
  └─ Long term Borrowings,15,9,27,26,25,20,27,29,803,684
  └─ Short term Borrowings,33,52,69,69,75,70,101,78,494,515
  └─ Lease Liabilities,0,0,0,9,8,8,7,0,3,0
  └─ Preference Capital,0,0,0,0,0,0,0,0,0,0
  └─ Other Borrowings,0,0,4,0,0,-0,-0,0,-0,
Other Liabilities,10,55,45,130,158,201,268,251,920,891
  └─ Non controlling int,0,0,0,0,0,-0,0,0,54,72
  └─ Trade Payables,7,36,30,31,57,77,98,117,294,254
  └─ Advance from Customers,1,11,11,10,17,34,31,2,1,
  └─ Other liability items,2,7,5,89,85,90,139,132,571,565
Total Liabilities,77,157,190,281,317,380,485,448,4184,4245
Fixed Assets,6,47,63,81,76,115,117,103,2409,2875
  └─ Land,0.04,12.99,18.14,29.26,29.26,42.94,42.94,41.30,675.02,
  └─ Building,1.46,0.12,16.52,16.64,16.64,23.21,23.21,23.42,602.37,
  └─ Plant Machinery,4.43,0.00,37.69,39.15,39.54,63.55,73.89,73.96,2072.90,
  └─ Equipments,0.03,31.29,0.33,0.33,0.33,0.33,0.33,0.34,2.23,
  └─ Computers,0.02,8.30,0.37,0.38,0.40,0.41,0.42,0.49,3.41,
  └─ Furniture n fittings,0.01,0.44,0.08,0.09,0.09,0.09,0.09,0.12,119.19,
  └─ Vehicles,0.37,0.02,1.71,2.91,2.91,4.18,2.91,2.91,13.89,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38
  └─ Other fixed assets,-0.01,0.56,0.22,9.45,10.11,10.10,10.01,5.47,14.32,
  └─ Gross Block,6.35,53.72,75.06,98.21,99.28,144.81,153.80,148.01,3503.33,
  └─ Accumulated Depreciation,0.37,6.94,11.71,17.40,23.29,29.49,37.21,45.29,1094.73,
CWIP,1,12,1,0,1,0,0,0,561,11
Investments,2,3,3,3,3,3,67,66,18,21
Other Assets,69,95,123,197,237,262,301,279,1196,1336
  └─ Inventories,5,7,58,70,105,135,169,156,394,414
  └─ Trade receivables,17,43,37,59,53,55,46,38,263,442
    └─ Receivables over 6m,0,0,0,0,0,39,30,33,54,
    └─ Receivables under 6m,17,43,37,59,53,16,16,6,209,
  └─ Cash Equivalents,25,2,-0,-0,2,1,0,0,2,24
  └─ Loans n Advances,12,21,8,48,60,34,22,15,224,138
  └─ Other asset items,9,22,20,21,16,37,63,69,312,318
Total Assets,77,157,190,281,317,380,485,448,4184,4245
