Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5.20,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.20
Reserves,-1.19,1.33,2.02,5.87,8.42,10.30,11.02,10.57,10.51
Borrowings,6.38,6.18,6.38,6.48,6.77,6.75,6.60,6.47,6.46
  └─ Long term Borrowings,6.38,6.18,6.38,6.48,6.63,6.55,6.39,6.28,6.46
  └─ Other Borrowings,,,,,0.14,0.20,0.21,0.19,
Other Liabilities,4.08,2.66,2.76,3.28,3.83,3.42,3.71,4.14,3.73
  └─ Trade Payables,2.38,1.40,1.42,1.38,1.54,1.23,0.74,0.82,0.24
  └─ Advance from Customers,,,,,0.02,0.02,0.02,0.02,
  └─ Other liability items,1.70,1.26,1.34,1.90,2.27,2.17,2.95,3.30,3.49
Total Liabilities,14.47,15.36,16.35,20.82,24.21,25.66,26.52,26.37,25.90
Fixed Assets,3.75,4.23,4.03,3.97,3.61,4.63,4.35,4.49,4.26
  └─ Land,,,,,0.42,0.42,0.42,0.42,
  └─ Building,,,,,5.86,6.55,6.97,7.12,
  └─ Plant Machinery,,,,,9.32,10.00,10.00,10.27,
  └─ Equipments,,,,,0.42,0.46,0.46,0.47,
  └─ Computers,,,,,0.48,0.50,0.52,0.53,
  └─ Furniture n fittings,,,,,0.11,0.11,0.11,0.52,
  └─ Vehicles,,,,,1.70,1.87,1.87,1.87,
  └─ Other fixed assets,,,,,0.00,0.01,0.01,0.02,
  └─ Gross Block,,,,,18.31,19.92,20.36,21.22,
  └─ Accumulated Depreciation,,,,,14.70,15.30,16.02,16.73,
CWIP,0.37,0.00,0.00,0.00,0.51,0.18,0.00,0.00,0.00
Investments,5.20,6.79,6.62,11.30,13.97,14.21,16.33,14.95,14.70
Other Assets,5.15,4.34,5.70,5.55,6.12,6.64,5.84,6.93,6.94
  └─ Inventories,0.09,0.09,0.09,0.09,0.11,0.07,0.11,0.27,0.22
  └─ Trade receivables,0.33,0.31,0.43,0.41,0.32,0.35,0.26,0.22,0.27
  └─ Cash Equivalents,0.72,0.52,0.81,0.79,0.67,0.82,0.45,0.08,0.19
  └─ Loans n Advances,0.10,0.13,0.13,0.14,0.07,0.41,0.51,0.50,0.15
  └─ Other asset items,3.91,3.29,4.24,4.12,4.95,4.99,4.51,5.86,6.11
Total Assets,14.47,15.36,16.35,20.82,24.21,25.66,26.52,26.37,25.90
