Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9.91,14.27,14.27,14.27,14.27,14.27
Reserves,4.38,1.09,3.20,5.72,8.01,11.10
Borrowings,0.60,2.32,1.41,1.57,0.07,10.68
  └─ Long term Borrowings,0.45,1.41,0.71,0.08,0.03,6.40
  └─ Short term Borrowings,0.15,0.27,0.71,1.49,0.05,4.28
  └─ Other Borrowings,0.00,0.64,-0.01,0.00,-0.01,
Other Liabilities,11.19,20.86,2.93,2.20,2.06,9.75
  └─ Trade Payables,11.01,17.06,2.62,1.73,1.41,7.98
  └─ Advance from Customers,0.00,3.31,0.00,0.02,0.34,
  └─ Other liability items,0.18,0.49,0.31,0.45,0.31,1.77
Total Liabilities,26.08,38.54,21.81,23.76,24.41,45.80
Fixed Assets,0.39,0.50,0.41,0.47,0.27,11.59
  └─ Plant Machinery,0.00,0.00,0.00,0.00,0.02,
  └─ Equipments,0.22,0.50,0.61,0.62,0.62,
  └─ Computers,0.01,0.01,0.03,0.04,0.04,
  └─ Furniture n fittings,0.05,0.05,0.01,0.01,0.01,
  └─ Vehicles,0.30,0.37,0.37,0.50,0.50,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.40
  └─ Other fixed assets,-0.01,-0.01,0.00,0.17,0.18,
  └─ Gross Block,0.57,0.92,1.02,1.34,1.37,
  └─ Accumulated Depreciation,0.18,0.42,0.62,0.87,1.09,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.60,0.91,2.60,3.51,4.67
Other Assets,25.69,37.44,20.49,20.69,20.63,29.54
  └─ Inventories,6.77,2.50,2.09,2.26,1.59,6.68
  └─ Trade receivables,17.90,29.46,12.77,13.96,13.13,16.41
    └─ Receivables over 6m,0.00,0.00,3.37,4.03,2.63,
    └─ Receivables under 6m,17.90,29.46,9.39,9.93,10.50,
  └─ Cash Equivalents,0.10,0.37,2.78,0.07,1.08,0.04
  └─ Loans n Advances,0.00,0.00,1.07,0.45,1.01,3.93
  └─ Other asset items,0.92,5.11,1.78,3.95,3.82,2.48
Total Assets,26.08,38.54,21.81,23.76,24.41,45.80
