Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.11,19,19,19,19,19,19,19,19,19,19
Reserves,-0,1169,1254,1457,1715,2293,3052,3931,5086,5516,7732
Borrowings,0,851,776,611,414,1972,871,726,896,703,754
  └─ Long term Borrowings,0,378,229,123,16,925,345,44,49,67,58
  └─ Short term Borrowings,0,347,306,388,254,990,458,585,691,376,334
  └─ Lease Liabilities,0,0,0,0,43,58,67,97,156,260,362
  └─ Other Borrowings,0,125,241,101,102,0,0,0,0,0,
Other Liabilities,0,1097,1263,1263,932,4349,4932,5583,7082,9640,12981
  └─ Non controlling int,0,92,100,96,73,383,654,1005,1618,2157,6451
  └─ Trade Payables,0,775,962,929,696,2230,2343,2300,2724,3120,4035
  └─ Advance from Customers,0,17,23,21,28,647,808,249,371,493,
  └─ Other liability items,0,213,178,217,136,1088,1127,2029,2369,3871,2496
Total Liabilities,0,3135,3312,3349,3080,8634,8874,10260,13084,15879,21487
Fixed Assets,0,1306,1358,1429,1515,3426,3324,3588,4393,5210,6321
  └─ Land,0,140,144,153,161,519,542,530,679,786,
  └─ Building,0,281,334,372,486,967,969,970,1100,1320,
  └─ Plant Machinery,0,826,951,1125,1259,1685,1863,1980,2293,2771,
  └─ Equipments,0,18,22,25,28,55,63,76,103,151,
  └─ Furniture n fittings,0,10,12,13,13,28,28,30,46,54,
  └─ Railway sidings,0,0,0,0,0,0,0,0,0,0,
  └─ Vehicles,0,10,13,12,14,17,21,32,86,101,
  └─ Intangible Assets,0,306,308,309,309,1010,1012,1391,1722,2096,2214
  └─ Other fixed assets,0,14,24,25,26,182,185,236,410,478,
  └─ Gross Block,0,1605,1810,2034,2297,4463,4682,5245,6440,7757,
  └─ Accumulated Depreciation,0,299,452,606,783,1038,1358,1657,2047,2547,
CWIP,0,34,90,69,58,152,128,191,381,770,806
Investments,0,202,134,132,186,369,542,729,1370,931,1024
Other Assets,0,1593,1730,1719,1321,4687,4880,5752,6940,8969,13336
  └─ Inventories,0,731,761,815,559,1106,1327,1353,1788,2224,2853
  └─ Trade receivables,0,615,697,648,525,1239,1785,2129,2733,3305,4367
  └─ Cash Equivalents,0,24,32,56,38,617,573,945,1227,2035,1469
  └─ Loans n Advances,0,37,40,43,52,247,105,29,28,43,1470
  └─ Other asset items,0,186,200,157,148,1478,1090,1295,1164,1362,3178
Total Assets,0,3135,3312,3349,3080,8634,8874,10260,13084,15879,21487
