Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013
Equity Capital,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69
Reserves,8.71,8.89,9.02,7.79,7.90,8.34,9.22,9.95
Borrowings,3.64,2.51,3.10,5.67,5.95,2.41,0.85,0.06
  └─ Long term Borrowings,,,,,,0.29,0.13,0.00
  └─ Short term Borrowings,,,,,,1.97,0.57,0.06
  └─ Other Borrowings,3.64,2.51,3.10,5.67,5.95,0.15,0.15,0.00
Other Liabilities,6.55,1.32,2.12,1.34,1.63,1.36,1.37,1.21
  └─ Trade Payables,3.24,0.59,1.39,0.69,0.96,0.01,0.00,0.00
  └─ Advance from Customers,0.16,0.04,0.06,0.02,0.01,0.06,0.03,0.03
  └─ Other liability items,3.15,0.69,0.67,0.63,0.66,1.29,1.34,1.18
Total Liabilities,21.59,15.41,16.93,17.49,18.17,14.80,14.13,13.91
Fixed Assets,3.07,0.64,0.62,2.08,2.14,1.89,1.67,1.51
  └─ Land,0.28,0.08,0.08,0.08,0.08,0.08,0.08,0.08
  └─ Building,2.62,1.13,1.13,2.11,2.33,2.32,2.28,2.28
  └─ Plant Machinery,5.00,0.36,0.36,0.86,0.91,0.58,0.77,0.77
  └─ Equipments,0.18,0.09,0.09,0.10,0.09,0.05,0.09,0.09
  └─ Furniture n fittings,1.01,0.41,0.42,0.46,0.46,0.46,0.46,0.46
  └─ Vehicles,0.25,0.11,0.12,0.11,0.13,0.13,0.12,0.08
  └─ Gross Block,9.34,2.18,2.20,3.72,4.00,3.62,3.80,3.76
  └─ Accumulated Depreciation,6.25,1.52,1.56,1.62,1.84,1.73,2.11,2.23
CWIP,0.05,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Investments,0.25,0.24,0.10,0.09,0.09,3.49,4.99,4.23
Other Assets,18.22,14.53,16.20,15.32,15.94,9.42,7.47,8.17
  └─ Inventories,0.71,0.00,0.73,0.33,0.07,0.03,0.01,0.00
  └─ Trade receivables,6.25,2.59,3.27,2.07,1.98,1.71,1.71,1.70
    └─ Receivables over 6m,2.80,2.59,2.21,1.95,1.85,1.70,1.69,1.69
    └─ Receivables under 6m,3.45,0.00,1.06,0.12,0.13,0.01,0.02,0.01
  └─ Cash Equivalents,1.72,0.62,0.43,0.84,0.81,1.05,0.82,1.49
  └─ Loans n Advances,1.62,10.92,11.68,2.26,2.53,0.00,0.00,0.00
  └─ Other asset items,7.92,0.40,0.09,9.82,10.55,6.63,4.93,4.98
Total Assets,21.59,15.41,16.93,17.49,18.17,14.80,14.13,13.91
