Metric,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.19,11,11,11,11
Reserves,244,479,602,620,624
Borrowings,34,22,269,339,393
  └─ Long term Borrowings,3,9,102,205,210
  └─ Short term Borrowings,0,0,155,124,173
  └─ Lease Liabilities,0,0,12,11,10
  └─ Other Borrowings,30,12,-0,0,
Other Liabilities,18,33,90,111,158
  └─ Trade Payables,6,13,15,16,20
  └─ Advance from Customers,0,1,1,1,
  └─ Other liability items,12,18,75,94,138
Total Liabilities,296,544,972,1080,1186
Fixed Assets,120,189,336,536,733
  └─ Land,26,48,50,50,
  └─ Building,24,25,39,117,
  └─ Plant Machinery,51,81,152,286,
  └─ Equipments,0,0,147,196,
  └─ Computers,0,1,1,1,
  └─ Furniture n fittings,1,2,4,4,
  └─ Vehicles,2,2,4,4,
  └─ Intangible Assets,0,0,54,54,60
  └─ Other fixed assets,59,93,17,17,
  └─ Gross Block,163,253,468,730,
  └─ Accumulated Depreciation,42,64,132,194,
CWIP,22,32,267,233,159
Investments,0,0,0,0,0
Other Assets,153,323,369,311,295
  └─ Inventories,47,82,129,126,130
  └─ Trade receivables,47,65,78,80,85
  └─ Cash Equivalents,3,86,23,26,25
  └─ Loans n Advances,14,8,5,9,10
  └─ Other asset items,43,82,135,71,45
Total Assets,296,544,972,1080,1186
