Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,209,209,262,262,262
Reserves,,5645,6465,8565,9846,11143
Deposits,,89142,91650,101919,107522,123341
Borrowing,,3294,6994,3912,4300,3927
Other Liabilities,,1761,2379,2755,2724,3084
  └─ Trade Payables,,125,103,158,184,0
  └─ Other liability items,,1636,2276,2597,2541,3084
Total Liabilities,,100052,107697,117412,124655,141756
Fixed Assets,,752,754,966,1018,1043
  └─ Building,,594.72,643.24,728.25,897.02,
  └─ Other fixed assets,,822.26,824.66,1077.13,1066.80,
  └─ Gross Block,,1416.98,1467.90,1805.38,1963.82,
  └─ Accumulated Depreciation,,664.96,713.97,838.89,945.53,
CWIP,,59,124,-0,-0,-0
Investments,,21445,24641,23977,21777,27327
Other Assets,,77796,82178,92469,101860,113386
  └─ Cash Equivalents,,3104,4122,4857,4651,6183
  └─ Loans n Advances,,307,406,393,307,99260
  └─ Other asset items,,74385,77650,87220,96901,7944
Total Assets,,100052,107697,117412,124655,141756
