Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,2.66,2.66,2.66,16.85
Reserves,0.79,4.36,4.25,6.11,7.85
Borrowings,0.64,1.43,8.24,11.01,18.46
  └─ Long term Borrowings,0.18,1.43,8.24,5.94,15.22
  └─ Short term Borrowings,0.46,0.00,0.00,5.07,3.24
Other Liabilities,0.67,0.18,0.80,2.38,7.82
  └─ Non controlling int,0.00,0.00,0.06,0.86,0.55
  └─ Trade Payables,0.35,0.13,0.16,0.26,6.73
  └─ Other liability items,0.32,0.05,0.58,1.26,0.54
Total Liabilities,2.11,8.63,15.95,22.16,50.98
Fixed Assets,0.27,2.20,3.66,5.96,21.42
  └─ Building,0.00,1.17,1.17,1.17,
  └─ Equipments,0.17,0.65,0.67,0.68,
  └─ Computers,0.02,0.03,0.05,0.08,
  └─ Furniture n fittings,0.12,0.02,0.04,0.07,
  └─ Vehicles,0.43,0.92,2.39,7.02,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,21.42
  └─ Other fixed assets,0.00,-0.01,0.75,0.17,
  └─ Gross Block,0.74,2.78,5.07,9.19,
  └─ Accumulated Depreciation,0.48,0.58,1.41,3.22,
CWIP,0.00,0.00,0.00,0.00,0.00
Investments,0.05,0.00,0.20,0.20,0.20
Other Assets,1.79,6.43,12.09,16.00,29.36
  └─ Trade receivables,1.18,1.07,5.77,11.85,16.78
  └─ Cash Equivalents,0.08,3.26,1.52,1.90,3.93
  └─ Loans n Advances,0.31,0.00,0.20,0.21,0.00
  └─ Other asset items,0.22,2.10,4.60,2.04,8.65
Total Assets,2.11,8.63,15.95,22.16,50.98
