Metric,Mar 2016,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4.33,7.58,10.83,11.86,15.16,17.29
Reserves,0.15,0.71,2.41,9.28,29.50,40.84
Borrowings,0.03,3.69,1.46,31.78,48.95,60.29
  └─ Long term Borrowings,0.03,2.73,1.36,18.19,23.90,26.10
  └─ Short term Borrowings,0.00,0.97,0.10,1.65,1.39,2.96
  └─ Lease Liabilities,0.00,0.00,0.00,11.94,23.66,31.23
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,0.00,
Other Liabilities,4.83,5.85,7.61,7.27,8.92,16.23
  └─ Non controlling int,0.00,0.61,0.74,0.91,0.97,0.98
  └─ Trade Payables,0.49,1.46,3.63,2.89,3.52,6.76
  └─ Advance from Customers,0.52,1.02,1.44,0.84,0.99,
  └─ Other liability items,3.82,2.76,1.80,2.63,3.44,8.49
Total Liabilities,9.34,17.83,22.31,60.19,102.53,134.65
Fixed Assets,0.25,3.51,5.75,22.15,39.51,51.10
  └─ Building,0.01,1.86,4.19,8.56,15.29,
  └─ Plant Machinery,0.18,0.99,1.01,1.32,1.58,
  └─ Equipments,0.02,0.11,0.11,0.18,0.33,
  └─ Computers,0.00,0.02,0.02,0.03,0.08,
  └─ Furniture n fittings,0.03,0.30,0.36,0.75,1.08,
  └─ Intangible Assets,0.00,0.88,0.90,0.92,0.92,1.13
  └─ Other fixed assets,0.05,0.31,0.38,13.56,28.59,
  └─ Gross Block,0.29,4.47,6.97,25.32,47.87,
  └─ Accumulated Depreciation,0.03,0.96,1.21,3.16,8.36,
CWIP,0.00,0.02,1.58,2.93,13.53,30.44
Investments,2.50,0.19,0.20,2.02,0.62,1.56
Other Assets,6.59,14.11,14.78,33.09,48.87,51.55
  └─ Inventories,0.03,0.47,0.70,1.15,1.86,2.32
  └─ Trade receivables,0.48,1.46,2.51,3.01,3.10,7.35
    └─ Receivables over 6m,0.04,0.50,0.53,0.60,0.73,
    └─ Receivables under 6m,0.46,0.96,2.00,2.48,2.66,
    └─ Prov for Doubtful,-0.02,0.00,-0.02,-0.06,-0.29,
  └─ Cash Equivalents,1.53,1.14,2.81,5.20,10.35,1.79
  └─ Loans n Advances,0.23,0.35,0.26,0.93,1.01,11.60
  └─ Other asset items,4.32,10.69,8.50,22.80,32.55,28.49
Total Assets,9.34,17.83,22.31,60.19,102.53,134.65
