Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,12,12,12,13,13,13,13,13,14,17
Reserves,78,76,75,81,75,80,88,102,112,140
Borrowings,0,0,46,68,83,88,115,144,113,99
  └─ Long term Borrowings,0,0,44,62,69,68,91,113,75,60
  └─ Short term Borrowings,0,0,0,0,8,14,16,24,30,32
  └─ Lease Liabilities,0,0,0,0,6,6,7,7,7,6
  └─ Preference Capital,0,0,0,0,0,5,6,6,0,0
  └─ Other Borrowings,0,0,2,7,0,-5,-6,-6,0,
Other Liabilities,11,14,17,28,27,34,31,52,47,65
  └─ Non controlling int,0.00,0.00,0.00,8.09,8.04,9.14,11.57,15.01,13.60,15.01
  └─ Trade Payables,6.11,8.05,7.94,14.01,9.96,17.59,5.97,13.81,10.91,13.82
  └─ Advance from Customers,0.52,0.59,0.53,0.31,0.00,0.07,0.00,0.00,0.00,
  └─ Other liability items,4.37,5.12,8.09,5.75,9.05,6.99,13.74,23.62,22.01,36.25
Total Liabilities,101,102,149,191,199,215,248,312,286,322
Fixed Assets,23,21,109,106,110,118,129,158,164,161
  └─ Land,0.02,0.02,6.19,6.19,9.70,10.17,10.17,10.17,10.17,
  └─ Building,18.52,18.52,20.15,21.02,26.50,26.78,31.24,31.12,32.61,
  └─ Plant Machinery,0.00,0.00,77.44,77.86,77.14,87.56,91.94,124.31,133.82,
  └─ Equipments,5.12,5.18,9.69,9.83,5.27,5.49,5.67,5.41,6.28,
  └─ Computers,4.05,4.06,3.91,4.56,3.42,3.71,3.99,3.64,3.77,
  └─ Furniture n fittings,5.14,5.16,5.44,5.86,5.61,5.77,5.79,6.36,7.51,
  └─ Vehicles,0.65,0.66,0.66,1.24,1.24,1.08,1.40,1.40,1.40,
  └─ Wind turbines,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,4.20,
  └─ Intangible Assets,0.00,0.00,6.50,7.93,5.04,5.04,5.04,5.04,5.04,14.31
  └─ Other fixed assets,5.85,6.86,5.75,5.82,13.24,13.51,12.66,15.00,16.50,
  └─ Gross Block,43.55,44.66,139.93,144.51,151.36,163.31,172.10,206.65,221.30,
  └─ Accumulated Depreciation,20.77,23.24,31.01,38.45,41.64,45.30,42.88,48.48,56.91,
CWIP,1,0,0,0,0,1,1,8,4,7
Investments,29,2,1,5,4,8,28,40,4,4
Other Assets,49,79,39,79,85,88,89,106,114,149
  └─ Inventories,0,0,0,7,2,3,2,8,7,9
  └─ Trade receivables,17,16,17,37,34,36,43,55,61,60
    └─ Receivables over 6m,7.19,7.32,7.15,8.17,14.12,8.77,17.21,17.99,25.57,
    └─ Receivables under 6m,10.61,8.21,9.92,28.89,19.91,27.62,25.68,37.94,35.77,
    └─ Prov for Doubtful,-0.31,0.00,-0.23,-0.13,-0.13,0.00,0.00,-0.45,-0.18,
  └─ Cash Equivalents,19,25,11,12,28,6,19,14,8,16
  └─ Loans n Advances,5,4,6,11,5,17,6,7,5,26
  └─ Other asset items,7,34,6,14,16,25,20,22,33,38
Total Assets,101,102,149,191,199,215,248,312,286,322
