Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,10,11
Reserves,63,60,182
Borrowings,8,8,9
  └─ Long term Borrowings,0.00,0.00,7.57
  └─ Short term Borrowings,0.00,0.45,0.00
  └─ Lease Liabilities,7.54,7.25,1.90
  └─ Preference Capital,0.17,0.00,0.00
Other Liabilities,33,150,68
  └─ Trade Payables,6.83,20.23,25.04
  └─ Advance from Customers,4.38,5.86,
  └─ Other liability items,21.44,124.30,43.07
Total Liabilities,109,228,271
Fixed Assets,8,161,164
  └─ Equipments,0,0,
  └─ Computers,3,40,
  └─ Vehicles,0,0,
  └─ Intangible Assets,0,117,154
  └─ Other fixed assets,8,12,
  └─ Gross Block,11,170,
  └─ Accumulated Depreciation,3,8,
CWIP,0,6,0
Investments,6,4,31
Other Assets,95,57,75
  └─ Trade receivables,13.29,13.64,10.99
  └─ Cash Equivalents,1.32,2.58,6.75
  └─ Loans n Advances,8.57,5.03,31.62
  └─ Other asset items,71.99,35.75,25.77
Total Assets,109,228,271
