Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,13,25,25,25,25,25,38
Reserves,578,832,1155,1502,1710,2025,1671,3873
Borrowings,83,186,143,97,70,65,279,400
  └─ Long term Borrowings,0,91,36,28,5,0,6,50
  └─ Short term Borrowings,83,94,106,67,65,39,72,119
  └─ Lease Liabilities,0,1,2,2,1,26,201,231
  └─ Other Borrowings,0,0,0,0,0,-0,0,
Other Liabilities,123,142,151,205,160,138,1056,1418
  └─ Non controlling int,0,0,0,0,0,0,144,123
  └─ Trade Payables,54,71,83,106,70,42,80,285
  └─ Advance from Customers,4,1,0,4,1,1,0,
  └─ Other liability items,65,70,68,96,89,95,831,1011
Total Liabilities,783,1173,1474,1830,1966,2254,3031,5730
Fixed Assets,271,357,441,534,663,670,1713,3373
  └─ Land,15,15,15,15,15,15,49,
  └─ Building,98,123,141,181,220,225,449,
  └─ Plant Machinery,184,257,339,417,466,483,777,
  └─ Equipments,29,33,42,45,58,61,16,
  └─ Furniture n fittings,7,5,5,8,12,12,14,
  └─ Vehicles,2,1,2,2,2,1,13,
  └─ Intangible Assets,0,0,0,0,60,60,655,1383
  └─ Other fixed assets,11,23,25,26,43,67,74,
  └─ Gross Block,347,457,569,694,876,924,2046,
  └─ Accumulated Depreciation,77,100,128,160,212,255,332,
CWIP,111,102,96,30,165,179,256,173
Investments,7,338,542,598,536,904,337,529
Other Assets,394,376,395,667,601,501,725,1655
  └─ Inventories,157,175,201,283,313,231,167,562
  └─ Trade receivables,148,117,102,236,111,134,284,681
  └─ Cash Equivalents,13,14,10,47,68,50,89,60
  └─ Loans n Advances,7,16,19,23,29,18,17,42
  └─ Other asset items,69,55,64,77,80,68,169,310
Total Assets,783,1173,1474,1830,1966,2254,3031,5730
