Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.00,0.00,0.00,32,32,32,32,32,32
Reserves,2,10,37,1030,1098,1338,1411,1788,1967
Borrowings,231,102,83,41,32,70,160,205,203
  └─ Long term Borrowings,144,39,56,8,11,38,97,104,109
  └─ Short term Borrowings,14,23,5,32,20,32,62,101,94
  └─ Lease Liabilities,0,0,0,0,0,0,1,0,0
  └─ Other Borrowings,74,39,22,0,0,-0,0,-0,
Other Liabilities,1086,1106,1115,70,99,147,303,361,393
  └─ Non controlling int,0,0,0,0,0,9,84,95,113
  └─ Trade Payables,24,23,36,32,38,55,41,72,93
  └─ Advance from Customers,0,0,0,0,0,0,3,2,
  └─ Other liability items,1062,1083,1079,38,60,82,175,191,186
Total Liabilities,1319,1218,1236,1173,1260,1587,1906,2386,2595
Fixed Assets,1085,980,948,868,868,1007,979,1081,1472
  └─ Land,0,0,0,0,0,2,1,3,
  └─ Building,0,59,0,62,67,95,79,88,
  └─ Plant Machinery,1,1,1,2,6,18,20,24,
  └─ Equipments,3,3,0,3,3,5,5,5,
  └─ Computers,1,1,1,1,1,1,2,2,
  └─ Furniture n fittings,0,0,3,0,0,0,0,0,
  └─ Vehicles,5,5,5,5,6,8,10,12,
  └─ Intangible Assets,641,641,641,641,641,641,641,641,385
  └─ Other fixed assets,648,575,689,633,647,769,783,910,
  └─ Gross Block,1298,1286,1341,1348,1372,1539,1541,1684,
  └─ Accumulated Depreciation,213,306,393,480,504,532,562,603,
CWIP,1,4,3,1,5,20,220,258,56
Investments,64,10,9,29,73,48,142,152,142
Other Assets,169,223,276,276,314,512,566,895,925
  └─ Inventories,15,14,26,39,40,46,49,60,94
  └─ Trade receivables,85,127,156,128,135,252,277,589,480
    └─ Receivables over 6m,0,0,0,39,26,15,34,387,
    └─ Receivables under 6m,85,127,156,89,109,237,243,201,
  └─ Cash Equivalents,48,38,37,46,32,43,55,51,53
  └─ Loans n Advances,14,31,46,13,40,95,54,21,135
  └─ Other asset items,8,13,10,51,66,76,130,174,163
Total Assets,1319,1218,1236,1173,1260,1587,1906,2386,2595
