Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.00,10.00,10.00,10.00
Reserves,-0.24,1.55,4.17,8.18
Borrowings,0.48,12.26,13.12,3.18
  └─ Long term Borrowings,0.00,0.00,0.00,3.18
  └─ Short term Borrowings,0.28,12.09,12.99,0.00
  └─ Lease Liabilities,0.20,0.17,0.13,0.00
Other Liabilities,0.65,3.74,6.81,10.93
  └─ Non controlling int,0.00,-0.21,-0.43,1.22
  └─ Trade Payables,0.51,3.20,5.73,6.46
  └─ Advance from Customers,0.02,0.46,1.29,
  └─ Other liability items,0.12,0.29,0.22,3.25
Total Liabilities,10.89,27.55,34.10,32.29
Fixed Assets,0.23,0.44,0.43,0.32
  └─ Building,0.20,0.20,0.20,
  └─ Plant Machinery,0.04,0.29,0.33,
  └─ Furniture n fittings,0.00,0.02,0.06,
  └─ Other fixed assets,0.00,0.01,0.03,
  └─ Gross Block,0.24,0.52,0.62,
  └─ Accumulated Depreciation,0.01,0.08,0.19,
CWIP,0.00,0.00,0.00,0.49
Investments,0.00,0.00,0.00,6.22
Other Assets,10.66,27.11,33.67,25.26
  └─ Inventories,3.65,3.76,5.19,5.92
  └─ Trade receivables,0.35,4.64,7.51,12.01
    └─ Receivables over 6m,0.35,2.12,2.12,
    └─ Receivables under 6m,0.00,2.53,5.39,
  └─ Cash Equivalents,6.56,9.52,11.16,4.23
  └─ Loans n Advances,0.00,0.14,0.43,0.70
  └─ Other asset items,0.10,9.05,9.38,2.40
Total Assets,10.89,27.55,34.10,32.29
