Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,11,11,11,11,11,11,12
Reserves,56,74,97,121,157,194,215,340
Borrowings,85,88,107,163,203,289,314,236
  └─ Long term Borrowings,31,31,52,71,85,105,85,60
  └─ Short term Borrowings,44,44,54,90,116,176,216,165
  └─ Lease Liabilities,0,0,1,2,2,7,12,11
  └─ Other Borrowings,10,13,0,0,-0,0,0,
Other Liabilities,45,49,56,56,73,86,97,113
  └─ Trade Payables,21,19,28,29,38,48,49,61
  └─ Advance from Customers,2,2,1,2,1,1,3,
  └─ Other liability items,22,28,27,26,35,37,44,52
Total Liabilities,196,222,271,351,444,580,637,701
Fixed Assets,95,108,140,178,227,304,323,342
  └─ Land,11.44,11.44,11.44,11.44,11.44,11.44,11.44,
  └─ Building,9.33,16.02,20.86,24.55,38.17,52.00,59.36,
  └─ Plant Machinery,78.03,95.51,134.13,178.86,225.67,296.43,320.49,
  └─ Equipments,0.81,0.93,1.13,2.13,2.91,6.95,12.42,
  └─ Furniture n fittings,1.33,1.41,2.10,2.10,2.12,2.38,3.48,
  └─ Vehicles,0.94,0.94,1.46,1.36,2.31,3.59,3.37,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68
  └─ Other fixed assets,3.23,3.40,4.15,6.36,9.80,14.68,18.00,
  └─ Gross Block,105.11,129.65,175.27,226.80,292.42,387.47,428.56,
  └─ Accumulated Depreciation,10.47,21.26,34.81,49.28,65.37,83.69,105.97,
CWIP,0,0,1,4,2,6,5,3
Investments,-0,-0,-0,-0,-0,-0,1,1
Other Assets,101,114,130,170,215,269,308,355
  └─ Inventories,36,41,42,57,95,127,153,147
  └─ Trade receivables,51,54,55,77,84,107,125,146
  └─ Cash Equivalents,1,1,1,1,3,1,3,14
  └─ Loans n Advances,3,3,4,5,4,7,10,2
  └─ Other asset items,10,15,27,30,29,28,17,46
Total Assets,196,222,271,351,444,580,637,701
