Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,197,197,197,243,263,287,288
Reserves,101,148,231,1595,3825,9192,14150
Borrowings,157,340,363,320,553,1199,3213
  └─ Long term Borrowings,71,197,189,146,103,24,815
  └─ Short term Borrowings,20,55,124,128,215,915,1676
  └─ Lease Liabilities,32,50,50,47,236,260,721
  └─ Other Borrowings,34,38,0,0,0,0,
Other Liabilities,483,596,1362,5247,6635,9028,12465
  └─ Non controlling int,42,40,12,23,61,116,574
  └─ Trade Payables,300,437,527,2017,2014,2548,3108
  └─ Advance from Customers,84,52,0,0,0,0,
  └─ Other liability items,57,66,824,3206,4561,6363,8784
Total Liabilities,938,1281,2154,7406,11277,19706,30115
Fixed Assets,152,285,625,1105,1450,4051,7329
  └─ Land,14.13,14.71,152.41,355.19,360.29,717.47,
  └─ Building,34.69,62.37,118.25,144.60,400.15,904.54,
  └─ Plant Machinery,111.26,121.44,359.12,32.09,924.56,2815.31,
  └─ Equipments,16.20,16.44,17.36,11.85,43.03,67.68,
  └─ Computers,3.12,2.28,3.19,4.10,5.11,9.72,
  └─ Furniture n fittings,5.84,7.26,27.44,36.61,47.99,186.84,
  └─ Vehicles,2.55,3.11,3.29,3.66,4.29,8.33,
  └─ Intangible Assets,5.63,7.03,6.34,6.34,6.34,6.34,49.28
  └─ Other fixed assets,33.53,151.47,77.18,803.95,218.52,276.14,
  └─ Gross Block,226.95,386.11,764.58,1398.39,2010.28,4992.37,
  └─ Accumulated Depreciation,75.20,101.40,139.96,293.12,560.43,941.42,
CWIP,40,3,124,537,1341,1884,3476
Investments,85,115,143,31,71,65,953
Other Assets,661,878,1262,5732,8414,13706,18358
  └─ Inventories,243,368,538,2709,2586,2692,5856
  └─ Trade receivables,140,117,93,313,971,1185,2492
  └─ Cash Equivalents,79,110,366,1736,3779,7748,6728
  └─ Loans n Advances,93,78,50,441,359,927,552
  └─ Other asset items,106,204,215,533,719,1155,2729
Total Assets,938,1281,2154,7406,11277,19706,30115
