Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,9
Reserves,2105,2400,2781,3205,3681
Borrowings,0,0,0,0,55
  └─ Lease Liabilities,0,0,0,0,55
Other Liabilities,523,613,591,571,680
  └─ Trade Payables,355,360,383,351,462
  └─ Advance from Customers,7,4,6,5,
  └─ Other liability items,161,249,202,215,218
Total Liabilities,2637,3022,3382,3785,4426
Fixed Assets,536,587,673,736,732
  └─ Land,100.87,100.87,103.82,103.82,
  └─ Building,118.39,166.35,225.77,244.46,
  └─ Plant Machinery,700.43,749.31,833.28,965.66,
  └─ Equipments,78.38,94.16,121.14,133.40,
  └─ Furniture n fittings,5.94,18.98,22.34,23.67,
  └─ Vehicles,5.84,5.19,5.48,6.03,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,5.69
  └─ Other fixed assets,33.95,43.84,53.09,60.12,
  └─ Gross Block,1043.80,1178.70,1364.92,1537.16,
  └─ Accumulated Depreciation,508.14,591.92,692.06,800.68,
CWIP,20,77,84,68,61
Investments,398,100,25,30,605
Other Assets,1683,2258,2600,2950,3028
  └─ Inventories,145,157,175,191,282
  └─ Trade receivables,666,758,936,1120,942
  └─ Cash Equivalents,670,1169,1297,1468,1627
  └─ Loans n Advances,26,31,29,29,18
  └─ Other asset items,176,144,162,143,160
Total Assets,2637,3022,3382,3785,4426
