Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,7,7,7,7
Reserves,75,106,140,226,274,350,494,531,604
Borrowings,86,66,62,59,26,62,57,64,76
  └─ Long term Borrowings,65,44,43,35,11,1,0,0,0
  └─ Short term Borrowings,0,0,0,24,11,18,13,19,23
  └─ Lease Liabilities,0,0,0,0,4,43,44,44,52
  └─ Other Borrowings,21,23,19,0,0,-0,0,0,
Other Liabilities,72,73,63,87,91,115,118,121,163
  └─ Non controlling int,0,0,0,4,4,5,5,6,7
  └─ Trade Payables,59,55,46,49,50,52,52,40,42
  └─ Advance from Customers,6,11,6,3,3,3,1,4,
  └─ Other liability items,7,7,11,31,34,55,59,71,114
Total Liabilities,239,251,271,378,398,533,677,724,850
Fixed Assets,152,164,165,232,233,277,335,391,421
  └─ Land,0.19,0.19,0.19,5.50,5.50,50.60,49.94,49.96,
  └─ Building,7.94,8.35,8.38,16.66,16.66,19.73,21.74,24.71,
  └─ Plant Machinery,158.33,461.89,474.96,531.41,540.05,554.97,629.89,698.98,
  └─ Equipments,0.55,0.56,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Computers,0.34,0.40,0.41,1.05,1.15,1.31,1.58,1.91,
  └─ Furniture n fittings,0.56,1.13,1.75,2.49,3.03,3.03,3.13,3.43,
  └─ Vehicles,1.33,1.33,2.03,2.61,4.17,6.23,8.01,8.28,
  └─ Intangible Assets,0.00,0.00,0.00,22.50,22.50,22.50,22.50,22.50,22.50
  └─ Other fixed assets,280.45,0.01,0.01,-0.02,3.51,-0.02,0.00,-0.01,
  └─ Gross Block,449.69,473.86,487.73,582.20,596.57,658.35,736.79,809.76,
  └─ Accumulated Depreciation,297.85,310.24,323.21,349.81,363.77,381.75,402.01,419.24,
CWIP,8,12,11,12,20,44,46,6,21
Investments,1,1,1,2,16,18,20,19,24
Other Assets,77,74,94,132,129,194,276,308,384
  └─ Inventories,5,5,6,12,8,51,20,26,39
  └─ Trade receivables,32,31,35,41,34,25,59,58,56
    └─ Receivables over 6m,18.14,8.76,0.00,0.00,0.00,12.42,24.88,35.39,
    └─ Receivables under 6m,16.29,25.51,38.16,44.13,38.20,20.22,39.73,31.83,
    └─ Prov for Doubtful,-2.01,-3.24,-3.24,-3.24,-4.59,-7.21,-5.76,-8.80,
  └─ Cash Equivalents,1,4,4,37,47,37,95,99,79
  └─ Loans n Advances,11,10,19,26,24,24,20,41,176
  └─ Other asset items,29,24,30,16,16,57,82,83,34
Total Assets,239,251,271,378,398,533,677,724,850
