Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Equity Capital,6.91,6.91,6.91,6.91,6.91,6.91
Reserves,42.34,46.20,49.37,52.31,66.19,62.05
Borrowing,0.47,0.30,0.14,0.01,0.00,0.00
Other Liabilities,3.61,1.83,2.01,1.68,4.50,1.81
  └─ Other liability items,3.61,1.83,2.01,1.68,4.50,1.81
Total Liabilities,53.33,55.24,58.43,60.91,77.60,70.77
Fixed Assets,0.86,0.75,1.81,1.70,1.61,1.49
  └─ Equipments,0.05,0.06,0.05,0.06,0.06,0.06
  └─ Computers,0.05,0.06,0.02,0.02,0.03,0.03
  └─ Furniture n fittings,0.21,0.21,0.20,0.20,0.20,0.20
  └─ Vehicles,0.76,0.76,0.76,0.76,0.76,0.76
  └─ Other fixed assets,0.00,0.01,1.18,1.18,1.19,1.19
  └─ Gross Block,1.07,1.10,2.21,2.22,2.24,2.24
  └─ Accumulated Depreciation,0.21,0.35,0.40,0.52,0.63,0.75
CWIP,0.00,0.00,0.00,0.00,0.00,0.22
Investments,33.33,36.69,41.89,45.86,61.16,56.26
Other Assets,19.14,17.80,14.73,13.35,14.83,12.80
  └─ Inventories,3.02,2.99,3.26,3.53,5.08,3.74
  └─ Trade receivables,0.05,0.02,0.00,0.02,0.03,0.01
  └─ Cash Equivalents,0.20,0.19,1.23,0.51,0.31,0.20
  └─ Loans n Advances,4.43,3.15,3.87,7.53,7.75,7.03
  └─ Other asset items,11.44,11.45,6.37,1.76,1.66,1.82
Total Assets,53.33,55.24,58.43,60.91,77.60,70.77
