Metric,Mar 2007,Mar 2018,Mar 2019,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,19,19,18,18,18,18
Reserves,30,66,68,85,104,115,119
Borrowings,68,112,99,22,34,64,60
  └─ Short term Borrowings,,112,99,22,34,64,60
  └─ Other Borrowings,68,0,0,,0,0,0
Other Liabilities,31,16,12,20,29,25,28
  └─ Non controlling int,0.00,0.02,0.02,0.00,0.00,0.00,0.00
  └─ Trade Payables,18.74,7.94,5.64,5.17,13.71,12.14,16.92
  └─ Advance from Customers,2.12,2.18,2.24,,2.63,3.13,1.70
  └─ Other liability items,10.23,5.74,4.50,15.17,13.10,10.10,9.35
Total Liabilities,135,213,198,146,186,222,226
Fixed Assets,45,61,57,60,85,89,89
  └─ Land,1,20,20,,20,20,20
  └─ Building,13,38,38,,48,51,53
  └─ Plant Machinery,33,87,89,,138,148,145
  └─ Equipments,0,0,0,,2,2,2
  └─ Computers,0,1,1,,1,2,2
  └─ Furniture n fittings,1,2,2,,5,5,5
  └─ Vehicles,1,3,3,,3,3,4
  └─ Wind turbines,6,6,6,,6,6,6
  └─ Intangible Assets,0,0,0,0,0,0,0
  └─ Other fixed assets,0,0,0,,0,1,2
  └─ Gross Block,57,157,159,,224,238,238
  └─ Accumulated Depreciation,12,96,103,,139,149,149
CWIP,0,0,0,0,0,0,0
Investments,0,0,0,0,14,15,15
Other Assets,90,153,141,86,87,118,122
  └─ Inventories,57,88,84,28,24,52,63
  └─ Trade receivables,19,42,31,33,34,33,37
    └─ Receivables over 6m,0.02,0.00,0.00,,3.36,4.80,13.49
    └─ Receivables under 6m,18.93,41.83,30.58,,30.87,28.13,23.22
    └─ Prov for Doubtful,0.00,0.00,0.00,,-0.02,-0.10,-0.02
  └─ Cash Equivalents,5,4,5,1,0,0,0
  └─ Loans n Advances,2,3,7,1,2,8,1
  └─ Other asset items,7,15,15,24,26,25,21
Total Assets,135,213,198,146,186,222,226
