Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,89,89,89,89,89,89,89,89,89,89,89,89,
Reserves,2995,3418,4144,5001,5981,6580,7408,9214,11762,9304,11535,15614,
Borrowings,100,113,1882,1691,2393,3562,5638,7275,9367,15528,20777,14551,
  └─ Long term Borrowings,0,0,0,0,32,17,9,2,0,3302,595,93,
  └─ Short term Borrowings,100,113,1882,1691,2353,2291,4367,5914,7494,9877,17501,11285,
  └─ Lease Liabilities,0,0,0,0,0,1243,1256,1359,1873,2349,2681,3173,
  └─ Other Borrowings,0,0,0,0,8,11,6,0,0,0,0,,
Other Liabilities,2684,2723,2293,2740,3247,3313,3309,4610,5802,6626,8244,30307,
  └─ Non controlling int,0,0,26,-2,14,4,5,30,53,0,0,0,
  └─ Trade Payables,1940,1655,783,878,906,596,789,1294,1214,1410,1963,2864,
  └─ Advance from Customers,160,710,943,233,290,386,479,532,718,1085,2140,,
  └─ Other liability items,585,358,541,1631,2037,2327,2036,2754,3817,4131,4141,27443,
Total Liabilities,5868,6342,8408,9521,11710,13544,16444,21188,27020,31547,40645,60561,
Fixed Assets,699,771,1189,1474,1567,2633,2523,2544,2998,3709,4062,6906,
  └─ Land,104,85,85,85,85,108,108,136,144,163,163,,
  └─ Building,156,137,198,341,386,1473,1617,1853,2403,3546,4177,,
  └─ Plant Machinery,719,445,473,563,630,724,739,768,838,899,1012,,
  └─ Equipments,24,18,24,34,50,70,76,96,130,110,127,,
  └─ Computers,0,0,46,72,92,119,142,159,204,212,228,,
  └─ Furniture n fittings,189,107,138,203,251,313,309,321,376,173,193,,
  └─ Vehicles,17,11,10,16,22,28,30,38,40,50,57,,
  └─ Intangible Assets,0,13,318,319,319,333,320,320,320,320,320,1891,
  └─ Other fixed assets,73,20,26,69,96,135,158,157,205,305,369,,
  └─ Gross Block,1282,836,1318,1704,1931,3303,3499,3848,4660,5778,6646,,
  └─ Accumulated Depreciation,583,66,130,230,365,670,976,1304,1662,2069,2584,,
CWIP,55,107,152,43,32,18,32,85,144,97,105,135,
Investments,3,30,431,36,108,158,2824,294,2515,2345,1988,3506,
Other Assets,5111,5434,6636,7968,10003,10735,11065,18265,21363,25396,34490,50014,
  └─ Inventories,4049,4447,4926,5925,7039,8103,8408,13609,16584,19051,28184,42743,
  └─ Trade receivables,190,192,208,296,420,312,366,565,674,1018,1068,916,
    └─ Receivables over 6m,24,0,0,0,0,0,0,32,42,329,263,,17
    └─ Receivables under 6m,174,199,216,307,432,320,375,540,642,700,822,,140
    └─ Prov for Doubtful,-9,-7,-8,-11,-12,-8,-9,-7,-10,-11,-17,,-3
  └─ Cash Equivalents,214,116,779,618,1066,381,560,1573,1343,1526,1584,1917,
  └─ Loans n Advances,47,87,122,141,25,142,109,29,167,151,324,1099,
  └─ Other asset items,611,591,602,988,1452,1797,1622,2489,2595,3650,3330,3339,
Total Assets,5868,6342,8408,9521,11710,13544,16444,21188,27020,31547,40645,60561,
