Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,41,
Reserves,352,269,314,405,408,513,696,876,978,1086,1321,1472,
Borrowings,14,5,1,1,18,67,112,379,266,197,204,232,
  └─ Long term Borrowings,,,,0,0,0,0,159,29,0,5,0,
  └─ Short term Borrowings,,,,0,18,0,0,100,50,0,9,19,
  └─ Lease Liabilities,,,,0,0,67,112,120,187,197,190,213,
  └─ Other Borrowings,14,5,1,0,0,0,0,0,0,-0,-0,,
Other Liabilities,87,107,188,110,113,160,181,256,240,254,324,393,
  └─ Non controlling int,22,15,21,14,1,2,1,2,2,3,4,11,
  └─ Trade Payables,32,33,36,35,43,85,111,103,94,99,126,129,
  └─ Advance from Customers,3,5,2,3,4,4,10,17,14,15,10,,
  └─ Other liability items,28,54,128,58,65,70,60,134,130,137,184,252,
Total Liabilities,462,391,512,526,550,750,1000,1521,1495,1547,1859,2138,
Fixed Assets,153,142,202,207,213,296,343,1059,1121,1177,1447,1601,
  └─ Land,10,10,10,10,10,10,10,10,10,10,10,,
  └─ Building,83,54,51,57,59,60,62,69,75,85,106,,
  └─ Equipments,75,37,40,51,66,93,141,115,126,145,178,,
  └─ Computers,22,8,7,9,11,9,10,16,23,27,32,,
  └─ Furniture n fittings,17,10,12,15,17,18,20,25,27,27,34,,
  └─ Vehicles,4,2,2,3,4,4,4,4,4,5,5,,
  └─ Intangible Assets,44,35,82,93,93,108,108,766,766,766,990,1191,
  └─ Other fixed assets,5,1,16,8,12,63,84,186,264,318,342,,
  └─ Gross Block,260,158,220,246,271,366,438,1192,1296,1382,1697,,
  └─ Accumulated Depreciation,107,16,17,39,58,70,95,133,175,205,250,,
CWIP,0,1,1,0,6,3,0,6,20,0,0,0,
Investments,168,101,142,102,33,14,10,16,15,55,71,142,
Other Assets,141,147,167,216,298,437,647,440,340,316,341,395,
  └─ Inventories,18,16,14,21,26,24,41,51,45,39,48,45,
  └─ Trade receivables,71,70,80,101,137,128,123,135,122,126,148,170,
    └─ Receivables over 6m,29,0,0,0,0,0,0,0,104,44,73,,15
    └─ Receivables under 6m,56,87,99,123,164,190,174,159,37,114,122,,48
    └─ Prov for Doubtful,-14,-16,-19,-22,-27,-62,-51,-24,-20,-31,-47,,-14
  └─ Cash Equivalents,29,34,41,60,80,210,420,167,93,71,49,62,
  └─ Loans n Advances,1,3,5,4,5,3,5,7,11,12,18,21,
  └─ Other asset items,22,25,27,30,50,71,59,80,69,67,78,96,
Total Assets,462,391,512,526,550,750,1000,1521,1495,1547,1859,2138,
