Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,17,17,17,17,17,17
Reserves,489,610,715,754,735,727,810
Borrowings,263,115,167,387,538,479,303
  └─ Long term Borrowings,86,76,49,164,207,168,116
  └─ Short term Borrowings,156,39,118,224,327,311,187
  └─ Lease Liabilities,0,0,0,0,3,0,0
  └─ Other Borrowings,21,0,0,0,0,-0,
Other Liabilities,176,206,210,212,204,200,220
  └─ Trade Payables,85,93,86,93,90,84,89
  └─ Advance from Customers,8,12,14,12,9,9,
  └─ Other liability items,83,102,110,106,105,106,131
Total Liabilities,944,949,1109,1370,1494,1423,1349
Fixed Assets,406,396,461,621,749,718,684
  └─ Land,88.71,94.10,95.57,180.11,180.96,178.62,
  └─ Building,240.17,245.61,282.41,319.59,394.16,406.03,
  └─ Plant Machinery,200.40,217.62,277.42,361.69,463.31,489.61,
  └─ Equipments,2.19,2.48,2.71,3.24,3.46,3.65,
  └─ Computers,7.18,7.52,8.86,9.49,10.06,10.22,
  └─ Furniture n fittings,1.14,1.18,1.37,1.77,1.84,2.05,
  └─ Vehicles,8.99,8.91,10.64,11.60,16.03,14.74,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.03
  └─ Other fixed assets,0.00,0.00,1.25,1.38,5.58,1.73,
  └─ Gross Block,548.78,577.42,680.23,888.87,1075.40,1106.65,
  └─ Accumulated Depreciation,142.77,181.25,219.71,268.32,326.44,388.16,
CWIP,9,5,50,37,29,11,7
Investments,0,0,0,0,0,0,0
Other Assets,529,548,599,712,717,693,658
  └─ Inventories,304,249,294,381,426,365,352
  └─ Trade receivables,140,105,133,137,140,188,163
  └─ Cash Equivalents,19,117,27,32,40,20,28
  └─ Loans n Advances,33,12,69,70,61,66,2
  └─ Other asset items,32,64,76,92,51,54,114
Total Assets,944,949,1109,1370,1494,1423,1349
