Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.42,20.49,31.33
Reserves,3.25,10.28,22.02
Borrowings,1.60,4.49,9.93
  └─ Long term Borrowings,0.00,0.00,6.80
  └─ Short term Borrowings,1.60,4.49,3.13
Other Liabilities,7.18,10.02,51.40
  └─ Non controlling int,0.00,1.10,1.19
  └─ Trade Payables,6.69,7.99,48.65
  └─ Other liability items,0.49,0.93,1.56
Total Liabilities,22.45,45.28,114.68
Fixed Assets,0.00,18.68,41.76
  └─ Intangible Assets,0.00,7.87,7.87
CWIP,0.00,0.00,0.00
Investments,0.14,0.00,0.00
Other Assets,22.31,26.60,72.92
  └─ Inventories,1.32,2.21,1.75
  └─ Trade receivables,12.27,10.22,49.76
  └─ Cash Equivalents,0.89,0.80,0.45
  └─ Loans n Advances,7.22,12.52,18.22
  └─ Other asset items,0.61,0.85,2.74
Total Assets,22.45,45.28,114.68
