Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017
Equity Capital,19.79,19.79,19.79,19.79
Reserves,21.52,21.97,22.06,22.12
Borrowings,3.30,3.20,0.00,0.00
  └─ Short term Borrowings,3.30,3.20,0.00,0.00
Other Liabilities,105.98,32.19,2.78,2.69
  └─ Trade Payables,104.15,31.14,1.72,1.62
  └─ Other liability items,1.83,1.05,1.06,1.07
Total Liabilities,150.59,77.15,44.63,44.60
Fixed Assets,0.57,0.26,0.26,0.25
  └─ Building,0.22,0.22,0.22,0.22
  └─ Plant Machinery,0.40,0.00,0.00,0.00
  └─ Computers,0.15,0.21,0.04,0.04
  └─ Furniture n fittings,0.03,0.03,0.02,0.02
  └─ Gross Block,0.80,0.46,0.28,0.28
  └─ Accumulated Depreciation,0.24,0.20,0.01,0.03
CWIP,0.00,0.00,0.00,0.00
Investments,8.07,8.67,2.64,28.55
Other Assets,141.95,68.22,41.73,15.80
  └─ Inventories,1.80,1.71,1.08,1.90
  └─ Trade receivables,60.34,30.43,5.92,2.67
  └─ Cash Equivalents,0.18,0.12,0.41,0.54
  └─ Loans n Advances,79.57,0.00,0.00,0.00
  └─ Other asset items,0.06,35.96,34.32,10.69
Total Assets,150.59,77.15,44.63,44.60
