Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,3,3,3,3,3,3,3,3,3,3,3,3,
Reserves,75,84,91,101,118,135,170,204,252,290,332,383,
Borrowings,5,2,1,0,0,0,0,0,0,0,0,1,
  └─ Long term Borrowings,4.64,1.51,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.03,0.03,0.03,1.43,
  └─ Other Borrowings,0.08,0.00,0.05,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,,
Other Liabilities,9,8,10,12,11,10,17,14,20,18,21,17,
  └─ Trade Payables,4.37,4.00,3.84,3.21,1.94,2.83,5.33,4.77,3.41,3.64,5.43,3.10,
  └─ Advance from Customers,1.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Other liability items,3.36,4.41,5.76,8.90,8.89,7.59,11.68,9.70,16.82,14.19,15.81,13.76,
Total Liabilities,92,97,106,117,132,149,190,222,275,311,357,405,
Fixed Assets,11,21,52,51,50,46,89,91,96,99,101,48,
  └─ Land,0.10,0.10,0.10,0.10,0.10,0.10,0.21,0.21,0.21,0.20,0.20,,
  └─ Building,9.58,10.78,11.13,11.13,11.13,11.13,11.13,11.13,11.07,13.05,12.11,,
  └─ Plant Machinery,5.76,14.91,16.97,16.71,16.76,13.39,13.47,13.47,13.47,15.92,15.13,,
  └─ Equipments,0.52,0.53,0.56,0.57,0.73,0.75,0.81,0.83,0.73,0.78,1.02,,
  └─ Furniture n fittings,1.18,1.18,1.19,1.35,1.36,1.46,1.46,1.47,1.28,1.40,1.41,,
  └─ Vehicles,2.55,2.68,2.68,2.61,2.69,2.83,2.93,2.93,5.59,5.62,12.10,,
  └─ Intangible Assets,0.29,0.29,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other fixed assets,-0.01,0.01,30.65,30.65,30.66,30.66,74.57,77.62,79.81,79.82,79.82,,
  └─ Gross Block,19.97,30.48,63.57,63.41,63.72,60.32,104.58,107.66,112.16,116.79,121.79,,
  └─ Accumulated Depreciation,8.78,9.82,11.29,12.40,13.71,14.80,15.84,16.87,15.94,18.23,20.87,,
CWIP,2,2,1,1,1,1,1,1,1,1,1,1,
Investments,14,32,23,20,37,18,30,4,9,43,57,209,
Other Assets,65,43,29,45,44,84,70,126,169,169,198,147,
  └─ Inventories,32,23,8,10,12,10,30,65,58,22,47,32,
  └─ Trade receivables,6,6,5,9,9,8,9,10,13,14,16,10,
    └─ Receivables over 6m,0.01,0.04,5.20,8.81,0.05,0.04,0.00,0.00,0.02,0.01,1.31,,0.01
    └─ Receivables under 6m,6.01,5.60,0.00,0.00,9.35,8.04,8.78,10.01,12.77,13.60,14.48,,3.66
  └─ Cash Equivalents,16,4,0,5,3,41,3,36,86,120,40,14,
  └─ Loans n Advances,0,1,3,10,10,1,4,2,1,2,1,20,
  └─ Other asset items,12,9,13,11,10,24,24,13,12,11,94,71,
Total Assets,92,97,106,117,132,149,190,222,275,311,357,405,
