Metric,Mar 2025,Mar 2026
Equity Capital,7,7
Reserves,715,744
Borrowings,714,753
  └─ Long term Borrowings,547,558
  └─ Short term Borrowings,167,195
  └─ Lease Liabilities,0,0
Other Liabilities,189,208
  └─ Trade Payables,36,53
  └─ Advance from Customers,2,
  └─ Other liability items,150,154
Total Liabilities,1625,1711
Fixed Assets,402,1352
  └─ Land,37.31,
  └─ Building,75.96,
  └─ Plant Machinery,417.96,
  └─ Equipments,1.29,
  └─ Computers,1.28,
  └─ Furniture n fittings,1.35,
  └─ Railway sidings,39.95,
  └─ Vehicles,4.21,
  └─ Intangible Assets,0.00,20.26
  └─ Other fixed assets,29.82,
  └─ Gross Block,609.13,
  └─ Accumulated Depreciation,206.74,
CWIP,805,3
Investments,0,0
Other Assets,417,357
  └─ Inventories,101,103
  └─ Trade receivables,58,48
  └─ Cash Equivalents,144,91
  └─ Loans n Advances,39,66
  └─ Other asset items,76,48
Total Assets,1625,1711
