Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,21,21,32,48,48
Reserves,12,5,13,12,8,33
Borrowings,0,9,27,53,136,227
  └─ Long term Borrowings,0,4,6,25,27,40
  └─ Short term Borrowings,0,5,21,28,110,187
  └─ Other Borrowings,,0,0,-0,0,
Other Liabilities,54,61,54,88,80,129
  └─ Trade Payables,36,38,34,64,51,88
  └─ Advance from Customers,,17,4,15,18,
  └─ Other liability items,18,7,16,9,11,42
Total Liabilities,76,97,115,185,271,437
Fixed Assets,4,6,8,23,25,26
  └─ Land,,1.77,1.77,16.62,18.14,
  └─ Building,,0.33,0.33,0.33,0.33,
  └─ Plant Machinery,,2.29,4.11,4.37,4.63,
  └─ Equipments,,1.73,1.87,1.98,2.02,
  └─ Computers,,1.26,1.77,1.78,1.81,
  └─ Furniture n fittings,,0.36,0.46,0.51,0.52,
  └─ Vehicles,,1.55,2.33,3.70,5.41,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.40
  └─ Other fixed assets,,0.00,0.28,0.30,0.31,
  └─ Gross Block,,9.29,12.92,29.59,33.17,
  └─ Accumulated Depreciation,,3.46,4.56,6.13,7.73,
CWIP,0,0,0,1,3,15
Investments,0,2,4,6,5,0
Other Assets,72,89,102,155,237,396
  └─ Inventories,30,25,30,35,87,106
  └─ Trade receivables,30,49,56,86,82,136
    └─ Receivables over 6m,,0,9,6,8,
    └─ Receivables under 6m,,49,46,80,75,
  └─ Cash Equivalents,3,4,5,5,13,18
  └─ Loans n Advances,5,2,2,11,46,116
  └─ Other asset items,4,10,10,17,9,19
Total Assets,76,97,115,185,271,437
