Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,5,19,27,27
Reserves,11,50,100,145,382,432
Borrowings,0,0,1,1,1,12
  └─ Long term Borrowings,0.05,0.00,0.86,0.55,0.18,0.00
  └─ Short term Borrowings,0.00,0.00,0.29,0.31,0.37,12.10
Other Liabilities,26,6,18,55,20,13
  └─ Non controlling int,0.00,0.00,0.06,0.07,0.00,0.00
  └─ Trade Payables,3.42,3.59,10.17,11.23,13.81,4.28
  └─ Advance from Customers,18.99,0.25,0.00,0.01,0.00,
  └─ Other liability items,3.69,2.37,7.34,43.42,6.17,8.70
Total Liabilities,42,61,123,220,429,484
Fixed Assets,6,10,24,25,24,24
  └─ Land,4.80,5.42,18.40,18.40,18.40,
  └─ Building,0.85,2.66,2.71,2.83,3.08,
  └─ Plant Machinery,0.00,0.03,1.23,1.23,1.23,
  └─ Equipments,0.01,0.07,0.07,0.09,0.09,
  └─ Computers,0.00,0.00,0.05,0.09,0.10,
  └─ Furniture n fittings,0.00,0.63,0.80,0.80,0.82,
  └─ Vehicles,0.01,1.38,1.56,2.05,2.10,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.13
  └─ Other fixed assets,0.01,0.00,0.01,0.02,0.03,
  └─ Gross Block,5.68,10.19,24.83,25.51,25.85,
  └─ Accumulated Depreciation,0.04,0.13,0.50,0.98,1.50,
CWIP,0,0,0,0,0,0
Investments,0,0,0,0,2,71
Other Assets,37,51,99,195,403,389
  └─ Inventories,1,3,6,20,73,119
  └─ Trade receivables,4,13,23,25,86,50
  └─ Cash Equivalents,26,14,36,63,200,91
  └─ Loans n Advances,2,9,3,8,7,2
  └─ Other asset items,4,11,30,79,37,126
Total Assets,42,61,123,220,429,484
