Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,16,23,23,23,23,23,23,23,23
Reserves,25,44,62,83,87,92,98,104,110,125,129
Borrowings,0,0,5,0,5,5,5,4,2,5,1
  └─ Long term Borrowings,0.00,0.05,0.48,0.35,0.25,0.29,0.21,0.12,1.08,2.60,1.37
  └─ Short term Borrowings,0.00,0.00,4.44,0.00,5.04,4.15,4.54,3.81,0.51,0.00,0.00
  └─ Other Borrowings,0.00,0.03,0.16,0.15,0.12,0.20,0.15,0.03,0.77,2.09,
Other Liabilities,39,38,35,20,18,18,20,26,32,31,46
  └─ Trade Payables,24.10,23.16,16.93,8.02,1.21,5.68,5.73,5.89,5.81,4.76,18.99
  └─ Other liability items,14.49,14.44,18.05,12.22,16.67,12.77,14.28,19.82,25.84,26.70,26.71
Total Liabilities,77,96,118,126,133,138,146,157,167,184,200
Fixed Assets,13,26,32,31,37,37,31,32,25,28,24
  └─ Equipments,0.23,0.24,0.27,0.30,0.31,0.32,0.32,0.36,0.40,0.40,
  └─ Computers,59.28,75.28,58.46,63.52,71.40,76.11,76.24,83.58,83.65,90.22,
  └─ Furniture n fittings,1.69,0.99,1.04,1.16,1.16,1.19,1.19,1.19,1.19,1.19,
  └─ Vehicles,0.21,0.29,1.02,1.02,1.02,1.25,1.25,1.25,1.25,1.25,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18,3.98,3.51,9.59
  └─ Other fixed assets,0.00,0.83,3.15,1.16,4.61,5.25,5.74,1.14,1.15,1.15,
  └─ Gross Block,61.41,77.63,63.94,67.16,78.50,84.12,84.74,91.70,91.62,97.72,
  └─ Accumulated Depreciation,48.27,51.51,31.57,36.13,41.84,47.60,53.53,59.83,66.52,69.78,
CWIP,0,0,0,8,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,64,70,86,88,96,102,115,125,142,157,176
  └─ Inventories,14,16,1,1,1,1,1,1,2,1,1
  └─ Trade receivables,25,29,57,42,22,12,21,29,32,44,60
  └─ Cash Equivalents,6,8,2,3,2,3,3,3,4,5,4
  └─ Loans n Advances,0,0,1,1,1,1,1,0,0,0,14
  └─ Other asset items,20,16,25,41,70,86,89,92,104,107,96
Total Assets,77,96,118,126,133,138,146,157,167,184,200
