Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,44,44,44,44,44,44,44,74,74,74,74,176
Reserves,126,84,87,91,93,96,97,111,120,107,70,292
Borrowings,94,98,46,47,41,40,34,29,146,147,139,332
  └─ Long term Borrowings,0,0,0,0,0,0,0,24,138,136,129,107
  └─ Short term Borrowings,94,98,46,47,41,40,30,1,8,9,8,194
  └─ Lease Liabilities,0,0,0,0,0,0,5,4,0,2,2,31
  └─ Other Borrowings,0,0,0,0,0,0,0,0,0,0,0,
Other Liabilities,49,56,96,114,144,151,141,73,38,38,82,259
  └─ Trade Payables,27,32,29,27,15,12,9,19,0,0,0,193
  └─ Other liability items,21,24,67,88,129,139,132,54,38,38,82,66
Total Liabilities,312,282,273,297,322,331,317,286,377,366,364,1059
Fixed Assets,193,194,187,141,208,243,248,204,179,187,200,325
  └─ Land,43,57,50,9,37,37,37,27,27,27,34,
  └─ Building,0,0,0,0,65,98,103,165,158,161,161,
  └─ Plant Machinery,2,1,4,4,5,6,7,1,0,8,17,
  └─ Computers,128,143,141,139,140,153,153,4,0,0,2,
  └─ Furniture n fittings,4,5,6,6,6,7,7,1,0,0,0,
  └─ Vehicles,1,1,1,1,1,1,1,0,1,1,1,
  └─ Intangible Assets,114,114,114,114,93,93,93,18,0,0,0,63
  └─ Other fixed assets,-0,-0,-0,-0,0,0,-0,0,0,0,0,
  └─ Gross Block,291,321,316,273,346,395,400,216,186,198,215,
  └─ Accumulated Depreciation,99,128,129,132,139,152,152,12,7,10,15,
CWIP,0,0,0,58,31,0,0,0,0,0,0,9
Investments,12,0,0,0,0,0,0,0,133,112,67,10
Other Assets,108,88,86,98,83,89,69,82,65,66,97,714
  └─ Inventories,0,0,0,0,0,0,0,0,0,0,0,193
  └─ Trade receivables,88,65,63,75,58,59,31,23,0,0,0,363
  └─ Cash Equivalents,4,5,1,1,3,6,7,37,4,18,10,24
  └─ Loans n Advances,0,1,15,16,16,16,21,18,44,28,28,17
  └─ Other asset items,16,18,7,7,6,7,10,4,18,19,60,116
Total Assets,312,282,273,297,322,331,317,286,377,366,364,1059
