Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,17,17,23,23
Reserves,25,43,47,113,253,348
Borrowings,32,32,47,48,41,135
  └─ Long term Borrowings,20,18,26,26,14,96
  └─ Short term Borrowings,12,14,21,22,27,37
  └─ Lease Liabilities,0,0,0,0,0,1
Other Liabilities,54,44,26,58,91,489
  └─ Non controlling int,0,0,0,0,0,42
  └─ Trade Payables,42,27,11,32,68,345
  └─ Other liability items,11,17,15,26,23,102
Total Liabilities,112,120,136,235,408,995
Fixed Assets,32,31,41,46,80,252
  └─ Plant Machinery,45.67,51.18,66.09,73.75,115.49,
  └─ Equipments,0.00,0.00,0.62,0.71,1.94,
  └─ Computers,0.21,0.22,0.30,0.36,0.58,
  └─ Furniture n fittings,0.13,0.15,0.37,0.45,0.87,
  └─ Vehicles,0.00,0.00,2.07,3.47,6.26,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,22.49
  └─ Other fixed assets,1.64,1.45,1.79,6.39,6.92,
  └─ Gross Block,47.65,53.00,71.24,85.13,132.06,
  └─ Accumulated Depreciation,16.01,22.17,29.98,38.90,52.45,
CWIP,0,0,0,0,0,0
Investments,4,2,7,8,19,20
Other Assets,76,87,88,181,309,722
  └─ Inventories,5,8,10,27,85,54
  └─ Trade receivables,23,16,15,31,39,92
  └─ Cash Equivalents,16,17,20,59,93,184
  └─ Loans n Advances,1,1,0,3,8,2
  └─ Other asset items,32,45,43,60,83,390
Total Assets,112,120,136,235,408,995
