Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,10,10,10,10,10,10,10,10,10
Reserves,9,4,7,10,12,15,19,25,27,31
Borrowings,3,2,2,2,6,10,11,10,12,14
  └─ Long term Borrowings,0.00,0.00,0.29,1.13,1.31,0.87,0.91,0.46,0.00,0.00
  └─ Short term Borrowings,2.95,1.94,1.28,0.00,4.78,9.12,9.71,9.46,12.06,13.97
  └─ Other Borrowings,0.00,0.00,0.04,1.05,0.00,0.01,0.00,0.00,0.00,
Other Liabilities,26,25,32,32,31,33,28,32,35,42
  └─ Non controlling int,0.00,3.81,7.51,8.02,8.63,8.92,7.28,18.96,19.74,20.17
  └─ Trade Payables,25.57,20.89,23.67,21.23,18.92,20.66,16.96,10.00,10.71,16.30
  └─ Advance from Customers,0.00,0.00,0.00,1.37,1.60,1.59,0.00,0.00,2.00,
  └─ Other liability items,0.53,0.36,0.70,1.39,1.42,1.38,3.53,2.84,2.92,5.24
Total Liabilities,42,41,51,55,59,68,68,77,85,97
Fixed Assets,0,0,1,1,1,1,5,5,5,5
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,3.10,3.36,3.56,
  └─ Building,0.40,0.30,0.30,0.39,0.39,0.39,0.49,0.49,0.49,
  └─ Plant Machinery,0.00,0.00,0.00,0.33,0.67,0.67,0.67,0.67,0.68,
  └─ Equipments,0.00,0.01,0.01,0.01,0.01,0.01,0.04,0.05,0.06,
  └─ Computers,0.02,0.02,0.03,0.03,0.04,0.04,0.06,0.06,0.06,
  └─ Furniture n fittings,0.05,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,
  └─ Vehicles,0.08,0.03,0.38,0.38,0.38,0.38,0.44,0.44,0.45,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75,0.75,0.75
  └─ Other fixed assets,0.01,0.00,0.00,0.00,-0.01,0.13,-0.01,0.00,-0.01,
  └─ Gross Block,0.56,0.37,0.73,1.15,1.49,1.63,5.57,5.85,6.07,
  └─ Accumulated Depreciation,0.22,0.03,0.17,0.31,0.48,0.62,0.97,1.08,1.18,
CWIP,0,0,0,0,0,0,0,0,0,0
Investments,0,1,3,6,10,10,12,11,11,13
Other Assets,42,40,46,48,48,57,51,62,69,79
  └─ Inventories,2.93,4.32,6.75,4.99,6.02,9.40,13.71,17.32,21.17,24.68
  └─ Trade receivables,38.31,32.40,33.70,30.91,35.74,39.97,33.94,41.06,41.99,49.89
  └─ Cash Equivalents,0.15,0.27,0.60,0.33,1.19,1.07,1.33,1.30,2.42,2.33
  └─ Loans n Advances,0.24,0.14,2.42,5.81,0.74,0.17,0.02,0.18,2.32,0.25
  └─ Other asset items,0.31,2.40,2.97,6.41,4.62,6.16,1.67,2.11,1.33,1.70
Total Assets,42,41,51,55,59,68,68,77,85,97
