Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,81,99,99,119,119,119,119,142,142,142,142,142
Reserves,2146,2481,2419,4062,4229,4238,3530,6920,7840,9314,11018,12910
Borrowings,5074,4526,3383,2427,2326,4501,5518,3888,3139,2736,3084,2837
  └─ Long term Borrowings,4598,3419,2790,2329,1688,2126,2224,1388,331,47,203,47
  └─ Short term Borrowings,33,94,18,5,36,166,1409,597,487,214,22,5
  └─ Lease Liabilities,0,0,0,0,0,1899,1885,1903,2321,2476,2860,2785
  └─ Other Borrowings,443,1013,575,93,603,310,0,0,0,0,0,0
Other Liabilities,2582,2691,2698,2706,2840,2584,2268,2052,2391,2541,3371,4332
  └─ Non controlling int,738,743,738,777,800,765,635,593,660,672,1255,1887
  └─ Trade Payables,331,287,293,340,325,389,318,387,477,519,578,720
  └─ Advance from Customers,106,121,114,107,123,124,144,183,224,252,298,317
  └─ Other liability items,1408,1540,1554,1482,1593,1306,1172,889,1030,1098,1240,1408
Total Liabilities,9884,9797,8599,9314,9514,11442,11435,13002,13512,14733,17616,20221
Fixed Assets,6299,6762,5815,6163,6422,8059,8438,8415,8819,9311,10918,12210
  └─ Land,824,526,259,259,265,460,552,569,836,871,1482,1410
  └─ Building,4792,3993,3376,3689,3996,5634,6218,6464,6779,7276,8298,9247
  └─ Plant Machinery,1741,859,997,1162,1315,1402,1527,1574,1683,1947,2249,2620
  └─ Equipments,148,49,55,67,73,88,93,101,106,119,139,159
  └─ Furniture n fittings,952,356,402,531,608,671,743,792,856,970,1111,1272
  └─ Vehicles,58,8,8,8,11,14,14,15,16,16,89,102
  └─ Intangible Assets,520,1180,1183,1189,1220,1259,1255,1269,1306,1316,1366,1891
  └─ Other fixed assets,137,58,67,72,76,80,84,86,94,98,161,226
  └─ Gross Block,9172,7028,6348,6978,7564,9609,10485,10870,11675,12613,14895,16927
  └─ Accumulated Depreciation,2873,266,532,815,1142,1550,2048,2454,2856,3302,3977,4717
CWIP,306,290,223,197,116,244,165,194,332,256,633,787
Investments,1587,1515,1244,1511,1335,1427,1483,1967,1891,2261,2279,3606
Other Assets,1692,1231,1317,1443,1641,1712,1349,2426,2470,2905,3786,3617
  └─ Inventories,103,80,80,86,80,94,93,101,109,116,135,150
  └─ Trade receivables,300,242,272,329,321,290,220,255,446,476,651,727
    └─ Receivables over 6m,42,0,0,0,0,0,0,87,89,93,91,91
    └─ Receivables under 6m,270,255,286,354,351,317,259,207,385,416,588,663
    └─ Prov for Doubtful,-12,-13,-14,-26,-30,-27,-39,-38,-27,-33,-28,-27
  └─ Cash Equivalents,504,183,247,270,241,316,154,1188,1053,1486,2182,1831
  └─ Loans n Advances,95,136,174,78,122,134,144,138,144,173,176,218
  └─ Other asset items,691,590,544,681,876,879,738,744,717,654,643,691
Total Assets,9884,9797,8599,9314,9514,11442,11435,13002,13512,14733,17616,20221
