Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Equity Capital,3.45,3.45,3.45,3.45,3.45,3.51,3.51,3.51,3.51
Reserves,0.31,0.37,0.43,0.09,-1.00,-1.41,-1.51,-1.61,-1.67
Borrowings,2.23,2.49,2.45,2.45,2.65,2.63,2.63,2.63,2.63
  └─ Long term Borrowings,,,,,,2.63,2.63,2.63,2.63
  └─ Other Borrowings,2.23,2.49,2.45,2.45,2.65,0.00,0.00,0.00,0.00
Other Liabilities,0.33,0.29,0.27,0.27,0.05,0.04,0.04,0.03,0.05
  └─ Trade Payables,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00
  └─ Other liability items,0.33,0.29,0.27,0.27,0.05,0.03,0.03,0.03,0.05
Total Liabilities,6.32,6.60,6.60,6.26,5.15,4.77,4.67,4.56,4.52
Fixed Assets,0.26,0.20,0.17,0.15,0.21,0.19,0.17,0.14,0.12
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00
  └─ Furniture n fittings,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00
  └─ Vehicles,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00
  └─ Other fixed assets,0.47,0.44,0.44,0.44,0.53,0.03,0.03,0.14,0.12
  └─ Gross Block,0.47,0.44,0.44,0.44,0.53,0.53,0.53,0.14,0.12
  └─ Accumulated Depreciation,0.21,0.24,0.27,0.29,0.32,0.34,0.37,0.00,0.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,2.08,2.08,2.03,2.03,3.63,3.62,3.62,3.62,3.61
Other Assets,3.98,4.32,4.40,4.08,1.31,0.96,0.88,0.80,0.79
  └─ Inventories,0.19,0.48,0.27,0.27,0.26,0.26,0.26,0.26,0.26
  └─ Trade receivables,3.41,3.39,3.89,3.55,0.43,0.00,0.00,0.00,0.00
  └─ Cash Equivalents,0.10,0.10,0.11,0.08,0.47,0.47,0.47,0.35,0.20
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00
  └─ Other asset items,0.28,0.35,0.13,0.18,0.15,0.17,0.15,0.19,0.33
Total Assets,6.32,6.60,6.60,6.26,5.15,4.77,4.67,4.56,4.52
