Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,17,17,25,25,38,38,43,52,53
Reserves,16,51,61,32,18,9,18,97,352,394
Borrowings,29,0,10,94,20,53,59,58,47,220
  └─ Long term Borrowings,23,0,1,0,3,2,1,8,1,141
  └─ Short term Borrowings,6,0,9,13,16,13,18,20,6,18
  └─ Lease Liabilities,0,0,0,80,1,38,40,30,40,61
  └─ Other Borrowings,0,0,0,0,0,0,0,-0,0,
Other Liabilities,12,19,28,19,104,20,22,55,48,170
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,16
  └─ Trade Payables,3,5,8,5,6,4,4,4,5,10
  └─ Advance from Customers,0,2,0,0,0,0,0,0,0,
  └─ Other liability items,9,13,19,14,98,16,18,51,44,145
Total Liabilities,58,88,115,170,168,119,136,253,501,837
Fixed Assets,30,42,51,122,108,62,69,126,142,447
  └─ Building,1,1,1,1,1,1,1,0,0,
  └─ Equipments,2,3,4,5,6,7,7,22,23,
  └─ Computers,30,46,56,66,47,45,55,82,92,
  └─ Furniture n fittings,2,7,18,20,20,20,21,21,19,
  └─ Vehicles,0,0,1,1,1,1,1,3,4,
  └─ Intangible Assets,0,0,0,0,0,0,0,35,35,339
  └─ Other fixed assets,0,0,2,78,87,60,78,79,102,
  └─ Gross Block,35,57,83,171,163,135,163,242,275,
  └─ Accumulated Depreciation,5,15,31,49,55,73,94,115,133,
CWIP,0,0,20,0,0,0,0,0,0,73
Investments,0,0,0,0,0,0,0,0,199,59
Other Assets,29,45,43,48,60,57,67,127,160,258
  └─ Trade receivables,21,34,32,27,27,25,39,69,74,97
    └─ Receivables over 6m,1,1,1,2,1,1,2,3,17,
    └─ Receivables under 6m,20,33,31,25,25,24,36,66,57,
  └─ Cash Equivalents,1,4,2,3,2,2,2,18,14,61
  └─ Loans n Advances,0,1,2,7,9,8,6,4,9,15
  └─ Other asset items,6,6,7,10,22,22,21,35,63,84
Total Assets,58,88,115,170,168,119,136,253,501,837
