Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,26,27,36,36,36,36,40,45
Reserves,739,930,1059,1553,1489,1464,898,1054,1208
Borrowings,633,538,722,621,1037,1013,1012,796,687
  └─ Long term Borrowings,243,225,233,155,283,235,106,114,110
  └─ Short term Borrowings,330,214,354,452,742,766,894,662,554
  └─ Lease Liabilities,0,0,15,14,13,12,12,20,22
  └─ Other Borrowings,60,99,120,0,0,0,0,0,
Other Liabilities,425,466,346,404,383,386,406,342,393
  └─ Non controlling int,4,4,4,4,2,2,3,3,3
  └─ Trade Payables,313,244,216,309,276,306,313,249,274
  └─ Advance from Customers,16,22,17,14,17,7,16,1,
  └─ Other liability items,91,195,108,77,88,71,74,89,117
Total Liabilities,1821,1960,2153,2614,2945,2899,2351,2232,2333
Fixed Assets,1086,1218,1397,1382,1356,1364,1268,1193,1238
  └─ Land,61,82,124,137,138,138,138,138,
  └─ Building,184,208,273,297,308,333,332,342,
  └─ Plant Machinery,365,489,649,699,759,846,857,867,
  └─ Equipments,15,28,33,37,39,40,38,38,
  └─ Furniture n fittings,4,5,7,7,7,7,7,7,
  └─ Vehicles,1,1,1,1,1,1,1,2,
  └─ Intangible Assets,359,369,369,369,369,369,369,369,387
  └─ Other fixed assets,134,152,155,154,158,160,137,137,
  └─ Gross Block,1123,1335,1611,1702,1779,1895,1879,1899,
  └─ Accumulated Depreciation,37,117,214,321,423,531,611,706,
CWIP,71,40,40,88,239,238,256,280,205
Investments,1,0,0,0,0,2,2,2,5
Other Assets,663,701,716,1144,1350,1295,825,757,886
  └─ Inventories,188,214,280,295,576,558,360,318,318
  └─ Trade receivables,263,289,227,484,490,537,349,327,439
    └─ Receivables over 6m,0,0,0,0,0,91,63,46,
    └─ Receivables under 6m,265,291,229,486,500,462,312,307,
    └─ Prov for Doubtful,-2,-2,-2,-2,-11,-16,-27,-27,
  └─ Cash Equivalents,47,76,57,199,47,9,9,4,50
  └─ Loans n Advances,43,26,76,23,65,46,23,26,17
  └─ Other asset items,123,96,76,143,172,145,85,82,62
Total Assets,1821,1960,2153,2614,2945,2899,2351,2232,2333
