Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16.96,43.91,43.91
Reserves,24.69,68.70,68.71
Borrowings,1.22,0.00,0.00
  └─ Long term Borrowings,1.22,0.00,0.00
Other Liabilities,3.78,10.98,10.69
  └─ Non controlling int,0.00,9.03,9.03
  └─ Trade Payables,3.28,0.75,0.56
  └─ Other liability items,0.50,1.20,1.10
Total Liabilities,46.65,123.59,123.31
Fixed Assets,27.24,40.90,40.32
  └─ Intangible Assets,25.11,37.35,37.37
CWIP,0.00,0.00,0.00
Investments,0.01,14.58,14.58
Other Assets,19.40,68.11,68.41
  └─ Trade receivables,10,10,7
  └─ Cash Equivalents,0,1,0
  └─ Loans n Advances,8,10,10
  └─ Other asset items,2,48,51
Total Assets,46.65,123.59,123.31
