Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6654,6654,39,39,37,37,37,38,38,38
Reserves,2975,3681,10600,10522,12773,16024,15591,16359,17336,17941
Borrowings,8038,7266,5883,6049,3839,3176,3855,4805,5702,7406
  └─ Long term Borrowings,6254,5459,4015,3505,2089,1922,3210,4431,4605,6168
  └─ Short term Borrowings,1233,863,908,1246,1619,1197,532,199,653,584
  └─ Lease Liabilities,0,0,0,99,131,57,113,175,444,654
  └─ Other Borrowings,551,944,960,1199,0,0,0,0,0,0
Other Liabilities,3595,3763,4016,4268,5237,5431,6036,6510,7095,7874
  └─ Non controlling int,-29,-30,11,25,34,72,116,110,126,144
  └─ Trade Payables,890,933,877,829,899,850,1135,1316,1539,1294
  └─ Advance from Customers,100,91,127,153,186,195,203,279,287,286
  └─ Other liability items,2634,2769,3001,3261,4118,4314,4582,4805,5143,6150
Total Liabilities,21262,21364,20538,20878,21886,24668,25519,27712,30171,33259
Fixed Assets,15516,14037,13573,12555,13626,14147,14784,15732,17306,19371
  └─ Land,1056,1105,1190,1247,1336,1429,1768,1880,2046,2420
  └─ Building,1185,1221,1295,1416,1526,1439,1720,1910,2035,2525
  └─ Plant Machinery,8264,8485,8918,9101,11054,12220,13488,15182,17167,19275
  └─ Equipments,35,41,58,65,73,88,104,123,135,151
  └─ Furniture n fittings,20,23,26,27,28,42,52,58,62,66
  └─ Vehicles,24,25,27,60,66,49,107,122,125,142
  └─ Intangible Assets,6019,5431,5570,5570,5570,5696,5696,5696,5695,5695
  └─ Other fixed assets,1232,1234,1234,1258,1271,1484,1438,1580,2018,2232
  └─ Gross Block,17835,17565,18318,18744,20924,22447,24373,26551,29283,32506
  └─ Accumulated Depreciation,2319,3528,4745,6189,7298,8300,9589,10819,11977,13135
CWIP,128,168,520,1740,1006,1034,1871,2395,2616,2726
Investments,2740,3505,2424,2816,4033,5704,3524,4462,5119,5878
Other Assets,2878,3654,4021,3767,3221,3783,5340,5123,5130,5284
  └─ Inventories,652,779,1032,974,760,945,1316,1218,1386,1192
  └─ Trade receivables,530,564,549,664,511,673,700,836,889,864
    └─ Receivables over 6m,-0,-0,-0,-0,77,32,51,48,55,49
    └─ Receivables under 6m,685,717,791,735,491,673,681,819,875,855
    └─ Prov for Doubtful,-155,-193,-242,-71,-57,-32,-32,-31,-41,-40
  └─ Cash Equivalents,175,354,469,403,247,160,285,582,158,224
  └─ Loans n Advances,58,117,304,235,261,366,333,416,370,378
  └─ Other asset items,1463,1840,1667,1491,1442,1639,2706,2071,2327,2626
Total Assets,21262,21364,20538,20878,21886,24668,25519,27712,30171,33259
