Metric,Mar 2024,Mar 2025
Equity Capital,10.29,10.29
Reserves,-5.08,-3.06
Borrowings,7.71,8.13
  └─ Long term Borrowings,1.08,1.21
  └─ Lease Liabilities,1.71,1.99
  └─ Preference Capital,6.01,6.14
  └─ Other Borrowings,-1.09,-1.21
Other Liabilities,1.79,2.11
  └─ Trade Payables,0.73,0.74
  └─ Other liability items,1.06,1.37
Total Liabilities,14.71,17.47
Fixed Assets,6.79,6.53
  └─ Building,2.00,2.05
  └─ Equipments,11.04,12.06
  └─ Computers,0.51,0.55
  └─ Furniture n fittings,0.61,0.62
  └─ Vehicles,0.02,0.02
  └─ Intangible Assets,2.65,2.65
  └─ Other fixed assets,0.37,0.36
  └─ Gross Block,17.20,18.31
  └─ Accumulated Depreciation,10.41,11.78
CWIP,0.00,0.00
Investments,0.00,0.08
Other Assets,7.92,10.86
  └─ Inventories,0.45,0.51
  └─ Trade receivables,2.24,2.35
    └─ Receivables over 6m,1.45,1.80
    └─ Receivables under 6m,1.30,1.30
    └─ Prov for Doubtful,-0.51,-0.74
  └─ Cash Equivalents,1.38,2.14
  └─ Loans n Advances,0.23,0.30
  └─ Other asset items,3.62,5.56
Total Assets,14.71,17.47
