Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Equity Capital,9918,11956,11956,11956,12540
Reserves,12598,11513,13648,15258,18345
Deposits,205919,224073,249338,263130,293542
Borrowing,15383,13508,20501,25331,28687
Other Liabilities,9428,6609,5260,7873,9247
  └─ Trade Payables,508,608,539,671,594
  └─ Other liability items,8919,6002,4720,7203,8653
Total Liabilities,253246,267659,300702,323548,362361
Fixed Assets,3151,3287,3444,3717,3791
  └─ Building,5130,3258,3370,3610,3627
  └─ Other fixed assets,83,2172,2439,2718,3051
  └─ Gross Block,5212,5430,5809,6328,6678
  └─ Accumulated Depreciation,2061,2143,2365,2611,2887
CWIP,67,48,65,65,61
Investments,93693,96749,95009,92761,94153
Other Assets,156335,167575,202184,227006,264357
  └─ Cash Equivalents,8636,9371,9386,9480,9772
  └─ Loans n Advances,47,50,93,161,146
  └─ Other asset items,147652,158154,192705,217364,254439
Total Assets,253246,267659,300702,323548,362361
