Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,26,26,26,26,26,26,29,30,30,30,30
Reserves,160,180,195,208,229,274,442,621,757,1006,1393
Borrowings,225,292,345,311,317,246,305,484,604,544,589
  └─ Long term Borrowings,26,33,46,53,34,23,81,276,294,350,320
  └─ Short term Borrowings,199,251,286,239,207,162,208,192,293,178,249
  └─ Lease Liabilities,0,0,0,0,12,17,16,17,16,16,20
  └─ Preference Capital,0,0,0,0,45,45,0,0,0,0,0
  └─ Other Borrowings,0,8,13,19,19,-0,0,0,0,0,
Other Liabilities,856,790,739,753,887,1007,942,986,1817,2500,2916
  └─ Trade Payables,831,759,704,728,838,961,877,928,1657,2335,2654
  └─ Advance from Customers,0,5,6,8,32,16,0,0,0,0,
  └─ Other liability items,25,27,29,17,17,30,65,59,160,165,263
Total Liabilities,1268,1289,1305,1299,1459,1554,1717,2121,3207,4080,4928
Fixed Assets,135,178,222,216,240,233,264,355,742,817,930
  └─ Land,6.05,6.05,11.80,11.80,25.86,28.27,44.35,47.95,63.67,138.42,
  └─ Building,43.38,62.57,69.01,74.63,78.22,81.05,83.22,165.30,245.97,253.93,
  └─ Plant Machinery,211.94,252.44,306.93,317.39,345.39,358.55,397.86,422.50,738.78,783.49,
  └─ Equipments,0.62,0.91,1.25,3.04,2.98,3.07,4.09,8.67,10.20,10.56,
  └─ Computers,1.63,1.74,1.91,2.01,1.46,1.52,1.73,2.03,4.40,4.85,
  └─ Furniture n fittings,1.45,4.24,4.97,7.59,7.77,7.80,7.83,11.30,11.57,11.74,
  └─ Vehicles,3.89,4.38,8.19,10.28,10.29,12.39,13.84,13.75,14.75,14.41,
  └─ Intangible Assets,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.75
  └─ Other fixed assets,1.15,1.15,1.15,1.15,1.16,1.17,1.16,2.00,2.68,2.69,
  └─ Gross Block,270.13,333.50,405.23,427.91,473.15,493.84,554.10,673.52,1092.04,1220.11,
  └─ Accumulated Depreciation,134.97,155.56,182.97,212.11,233.00,261.03,290.18,318.57,350.44,402.74,
CWIP,33,15,10,11,3,4,17,106,6,113,49
Investments,25,0,11,12,13,14,1,3,10,18,135
Other Assets,1074,1096,1062,1060,1203,1302,1435,1656,2449,3132,3815
  └─ Inventories,370,352,414,473,469,368,735,648,1298,1874,2323
  └─ Trade receivables,294,386,377,338,379,558,208,405,386,543,592
  └─ Cash Equivalents,248,238,124,122,220,234,330,332,437,396,572
  └─ Loans n Advances,34,73,75,64,92,91,67,71,119,149,34
  └─ Other asset items,128,46,71,64,42,52,95,200,209,169,294
Total Assets,1268,1289,1305,1299,1459,1554,1717,2121,3207,4080,4928
