Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,41,41,41,41,41,41,41,41,41,41
Reserves,428,507,577,605,655,607,626,676,801,954
Borrowings,40,32,31,357,293,363,353,164,250,156
  └─ Long term Borrowings,19,13,6,254,172,115,64,22,13,6
  └─ Short term Borrowings,15,9,15,35,61,124,140,48,85,10
  └─ Lease Liabilities,0,0,0,59,60,124,149,95,152,140
  └─ Other Borrowings,6,9,10,9,0,0,0,0,0,
Other Liabilities,397,538,619,662,903,1019,1086,1298,1266,1333
  └─ Non controlling int,6,4,2,0,0,0,0,0,0,0
  └─ Trade Payables,272,385,457,473,655,812,830,973,943,993
  └─ Advance from Customers,9,12,12,21,32,21,20,55,26,
  └─ Other liability items,110,137,148,167,216,186,236,270,296,340
Total Liabilities,907,1118,1268,1665,1891,2030,2107,2180,2358,2484
Fixed Assets,329,339,358,625,654,698,695,629,695,701
  └─ Land,14.26,14.26,14.05,14.05,14.05,92.66,92.66,53.77,82.87,
  └─ Building,53.39,54.83,55.80,103.12,125.66,245.17,265.79,255.43,312.10,
  └─ Plant Machinery,253.15,306.37,340.97,527.18,597.64,644.60,693.65,746.92,800.49,
  └─ Equipments,2.70,3.67,4.29,5.68,6.29,7.80,8.38,9.75,10.39,
  └─ Computers,7.09,9.07,10.99,14.10,16.50,20.85,24.79,29.69,32.95,
  └─ Furniture n fittings,14.59,18.66,22.56,25.26,29.17,35.74,38.66,41.73,45.44,
  └─ Vehicles,0.61,0.81,0.82,0.74,0.89,1.00,3.24,3.16,2.19,
  └─ Intangible Assets,4.26,9.43,51.28,71.41,71.21,74.18,72.41,80.82,85.12,39.92
  └─ Other fixed assets,23.40,29.63,22.15,120.30,133.13,29.31,30.19,32.41,33.67,
  └─ Gross Block,373.45,446.73,522.91,881.84,994.54,1151.31,1229.77,1253.68,1405.22,
  └─ Accumulated Depreciation,44.19,108.07,165.29,257.24,340.86,453.68,534.96,624.20,709.95,
CWIP,14,7,24,10,21,15,21,16,14,14
Investments,54,93,27,153,260,229,186,263,254,313
Other Assets,509,679,859,877,956,1088,1205,1271,1395,1456
  └─ Inventories,242,319,404,383,462,577,573,539,670,635
  └─ Trade receivables,145,187,248,205,266,310,413,463,430,437
  └─ Cash Equivalents,47,68,97,125,122,93,97,111,110,122
  └─ Loans n Advances,4,9,11,8,15,12,13,59,68,33
  └─ Other asset items,71,96,99,156,91,97,108,99,117,228
Total Assets,907,1118,1268,1665,1891,2030,2107,2180,2358,2484
