Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,20,20,21,21,21,21
Reserves,147,60,51,50,33,16,6
Borrowings,0,0,0,0,4,4,1
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,2.82,2.82,0.58
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.72,0.72,0.72
Other Liabilities,68,44,46,45,36,37,35
  └─ Non controlling int,-1.58,0.83,1.20,1.19,1.19,1.18,1.16
  └─ Trade Payables,34.04,11.08,5.42,0.78,1.08,1.12,1.18
  └─ Advance from Customers,4.48,1.22,0.90,0.00,0.00,0.00,
  └─ Other liability items,31.01,30.93,38.42,42.64,33.27,34.64,32.87
Total Liabilities,225,125,118,115,93,78,63
Fixed Assets,122,50,36,23,11,3,2
  └─ Equipments,53.43,33.07,33.43,33.48,33.72,34.15,
  └─ Computers,3.05,8.34,8.41,8.85,8.98,9.45,
  └─ Furniture n fittings,5.29,7.54,7.54,7.54,7.54,7.54,
  └─ Vehicles,0.30,0.34,0.34,0.34,0.34,0.34,
  └─ Intangible Assets,39.17,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,34.23,42.90,42.90,42.91,42.91,42.92,
  └─ Gross Block,135.47,92.19,92.62,93.12,93.49,94.40,
  └─ Accumulated Depreciation,13.30,42.57,56.61,70.49,82.95,91.65,
CWIP,7,2,2,0,0,0,0
Investments,7,8,12,29,29,29,28
Other Assets,90,65,68,63,54,47,33
  └─ Inventories,2.06,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade receivables,29.03,13.29,10.05,7.98,10.29,11.60,10.43
    └─ Receivables over 6m,0.00,0.00,9.89,2.86,11.95,12.19,
    └─ Receivables under 6m,30.73,15.05,2.05,7.00,0.23,1.29,
    └─ Prov for Doubtful,-1.70,-1.77,-1.88,-1.88,-1.88,-1.88,
  └─ Cash Equivalents,5.84,3.30,4.27,24.77,14.68,8.99,2.45
  └─ Loans n Advances,10.59,23.46,22.17,13.73,13.52,13.03,5.20
  └─ Other asset items,42.12,25.12,31.64,16.64,15.13,13.02,15.17
Total Assets,225,125,118,115,93,78,63
