Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,120,121,121,122,122,122,129,129,129,129,129,130,
Reserves,1295,1422,1471,1923,2421,2073,5267,17113,13269,30133,34774,37784,
Borrowings,1,1,1,1,1,77,65,64,108,246,267,259,
  └─ Long term Borrowings,0,0,0,0,0,0,0,1,1,1,0,0,
  └─ Short term Borrowings,0,0,0,0,0,0,0,0,1,1,1,0,
  └─ Lease Liabilities,0,0,0,0,0,77,65,63,105,244,266,258,
  └─ Other Borrowings,0,0,1,0,0,0,0,0,0,0,0,,
Other Liabilities,801,382,459,550,646,621,831,3177,3153,5581,7600,9388,
  └─ Non controlling int,419,-18,-15,-15,-13,0,79,809,1028,1366,1913,2456,
  └─ Trade Payables,99,33,52,62,67,63,64,121,95,89,75,117,
  └─ Advance from Customers,3,2,3,5,2,3,2,5,30,3,2,,
  └─ Other liability items,279,365,419,499,590,555,686,2242,2000,4123,5609,6815,
Total Liabilities,2217,1925,2053,2596,3189,2893,6292,20483,16658,36089,42771,47559,
Fixed Assets,576,82,157,88,88,242,134,1033,801,810,785,750,
  └─ Land,35,14,14,14,14,14,14,14,14,14,14,,
  └─ Building,45,28,28,28,28,120,128,147,212,393,447,,
  └─ Plant Machinery,7,3,3,4,4,5,6,5,6,7,8,,
  └─ Equipments,14,6,6,6,7,7,7,10,13,15,14,,
  └─ Computers,56,39,46,54,67,80,85,95,123,126,183,,
  └─ Furniture n fittings,13,6,6,6,7,8,8,8,9,11,11,,
  └─ Vehicles,3,2,3,3,3,4,3,4,5,9,11,,
  └─ Intangible Assets,446,4,50,50,42,75,0,883,1334,1334,1334,359,
  └─ Other fixed assets,64,5,56,59,43,55,48,70,97,98,104,,
  └─ Gross Block,681,105,212,224,216,368,298,1236,1813,2007,2126,,
  └─ Accumulated Depreciation,105,23,55,136,128,125,164,204,1012,1197,1341,,
CWIP,12,0,1,0,2,0,0,0,4,0,3,18,
Investments,1175,568,551,1565,1204,1133,2324,15614,12403,31203,37661,42299,
Other Assets,455,1276,1343,943,1895,1518,3834,3836,3450,4077,4322,4492,
  └─ Inventories,0,0,1,1,0,0,0,0,0,0,0,0,
  └─ Trade receivables,24,13,9,6,7,9,6,30,13,11,13,11,
    └─ Receivables over 6m,9.22,0.00,0.00,0.00,0.00,0.00,0.00,8.21,8.33,8.19,7.42,,5.52
    └─ Receivables under 6m,24.11,17.14,13.66,11.23,12.43,9.12,16.64,47.69,41.79,35.91,46.34,,9.75
    └─ Prov for Doubtful,-9.59,-4.57,-5.14,-5.41,-5.68,0.00,-10.26,-25.89,-37.50,-33.45,-40.58,,-6.10
  └─ Cash Equivalents,358,154,303,160,260,529,642,368,571,1193,267,376,
  └─ Loans n Advances,8,7,1,0,-0,3,-5,-4,-5,-5,-5,603,
  └─ Other asset items,65,1102,1030,777,1628,977,3191,3442,2871,2879,4046,3502,
Total Assets,2217,1925,2053,2596,3189,2893,6292,20483,16658,36089,42771,47559,
