Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,8,17,17,17,17,17,17,17,17
Reserves,311,329,375,447,540,588,608,616,646,648
Borrowings,105,132,183,51,78,140,231,206,353,403
  └─ Long term Borrowings,43,21,12,2,0,45,32,52,74,55
  └─ Short term Borrowings,62,101,162,43,78,94,197,152,278,347
  └─ Lease Liabilities,0,0,0,0,0,0,2,2,1,1
  └─ Other Borrowings,-0,9,9,6,0,0,0,0,0,
Other Liabilities,69,103,98,93,110,120,130,157,129,127
  └─ Trade Payables,33,61,54,56,71,81,87,82,76,83
  └─ Advance from Customers,1,0,0,1,1,2,1,1,3,
  └─ Other liability items,35,42,44,37,38,37,43,74,50,44
Total Liabilities,490,573,673,608,745,865,986,995,1145,1194
Fixed Assets,211,212,245,236,236,265,273,270,480,460
  └─ Land,4,6,6,6,6,11,13,13,16,
  └─ Building,49,50,61,63,64,68,71,73,149,
  └─ Plant Machinery,97,106,140,145,161,0,210,221,364,
  └─ Equipments,2,3,4,4,4,199,5,5,6,
  └─ Computers,0,0,1,1,1,2,2,2,4,
  └─ Furniture n fittings,9,9,10,10,10,9,9,10,11,
  └─ Vehicles,3,3,6,8,8,9,10,10,11,
  └─ Intangible Assets,60,60,60,60,60,60,60,60,60,50
  └─ Other fixed assets,1,1,1,1,1,3,7,9,12,
  └─ Gross Block,225,239,288,298,315,359,386,402,633,
  └─ Accumulated Depreciation,13,26,44,61,78,94,113,132,153,
CWIP,15,40,1,2,13,25,53,173,5,5
Investments,0,0,0,0,0,0,0,0,0,0
Other Assets,264,321,428,370,496,574,661,551,660,730
  └─ Inventories,114,133,203,162,228,287,368,277,365,380
  └─ Trade receivables,100,134,160,151,189,195,190,181,188,252
  └─ Cash Equivalents,6,6,6,21,20,9,17,12,12,15
  └─ Loans n Advances,11,12,9,11,16,19,16,20,16,9
  └─ Other asset items,33,35,50,25,43,64,70,61,79,74
Total Assets,490,573,673,608,745,865,986,995,1145,1194
