Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.31,0.31,0.31,0.31,0.31,11,11
Reserves,37,33,9,6,31,198,232
Borrowings,37,39,50,50,61,20,13
  └─ Long term Borrowings,8.36,12.05,10.38,11.30,15.14,10.61,0.00
  └─ Short term Borrowings,15.17,13.49,19.25,20.14,26.89,0.76,0.00
  └─ Lease Liabilities,0.00,0.00,9.05,7.27,7.75,8.14,13.01
  └─ Preference Capital,11.62,11.62,11.62,11.62,11.62,0.00,0.00
  └─ Other Borrowings,1.70,1.38,0.00,0.00,-0.01,0.01,
Other Liabilities,31,34,43,40,46,60,38
  └─ Non controlling int,0.04,-0.01,1.88,1.69,2.11,0.16,0.79
  └─ Trade Payables,20.53,22.06,26.64,22.51,15.81,32.06,10.68
  └─ Advance from Customers,1.31,1.36,0.00,0.00,0.00,3.26,
  └─ Other liability items,9.52,10.95,14.48,15.84,28.40,24.22,26.17
Total Liabilities,106,106,103,97,139,288,294
Fixed Assets,39,42,40,40,46,51,63
  └─ Building,18.51,18.55,15.05,16.68,21.07,24.69,
  └─ Plant Machinery,36.47,41.89,21.47,24.27,34.51,45.45,
  └─ Equipments,3.35,4.27,2.31,2.15,2.41,2.86,
  └─ Computers,3.65,4.15,0.61,1.55,3.52,4.83,
  └─ Furniture n fittings,8.09,10.52,6.88,6.59,6.85,7.25,
  └─ Vehicles,2.02,2.03,0.69,0.66,0.64,0.64,
  └─ Intangible Assets,1.47,1.47,0.00,0.00,0.00,0.00,3.43
  └─ Other fixed assets,1.64,1.40,1.11,2.09,2.86,2.80,
  └─ Gross Block,75.20,84.28,48.12,53.99,71.86,88.52,
  └─ Accumulated Depreciation,35.82,41.83,8.35,13.92,25.85,37.99,
CWIP,-0,7,-0,-0,-0,0,-0
Investments,0,0,0,0,6,10,27
Other Assets,66,56,63,56,87,227,204
  └─ Inventories,19,25,30,24,29,22,22
  └─ Trade receivables,26,16,20,20,25,37,46
    └─ Receivables over 6m,0.00,0.00,5.14,5.12,5.24,8.14,
    └─ Receivables under 6m,26.39,19.95,20.37,20.45,25.51,34.92,
    └─ Prov for Doubtful,0.00,-3.82,-5.15,-5.15,-5.85,-6.38,
  └─ Cash Equivalents,2,2,1,2,1,109,10
  └─ Loans n Advances,4,5,3,3,5,5,14
  └─ Other asset items,14,8,8,7,28,54,113
Total Assets,106,106,103,97,139,288,294
